Row,bijection_flag,feasible,infeasibility_flag,error_message
Clamator_jacobinus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Clangula_hyemalis,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Clarias_agboyiensis,6a,0,,
Clarias_anguillaris,6a,0,,
Clarias_batrachus,6a,0,,
Claudius_angustatus,6,0,,
Cleisthenes_pinetorum,6a,0,,
Clemmys_guttata,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Matrix dimensions must agree."
Clione_limacina,6,0,,
Clupea_bentincki,6a,0,,
Clupea_harengus,98,0,,
Clupea_pallasii,6a,0,,
Clypeaster_subdepressus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Index in position 1 exceeds array bounds. Index must not exceed 2."
Cnidoglanis_macrocephalus,error,0,,"Integration interval contains NaN."
Coccyzus_americanus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Coccyzus_erythropthalmus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Cochlearius_cochlearius,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Coeligena_torquata,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Coenocorypha_aucklandica,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Coenocorypha_huegeli,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Coenocorypha_pusilla,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Coilia_brachygnathus,6a,0,,
Coilia_dussumieri,6a,0,,
Coilia_mystus,6a,0,,
Coilia_nasus,6a,0,,
Coilia_ramcarati,6a,0,,
Coleonyx_variegatus,6a,0,,
Collocalia_esculenta,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Cololabis_saira,6a,0,,
Coluber_constrictor,6a,0,,
Columba_livia,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Columba_oenas,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Columba_palumbus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Columbina_talpacoti,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Congresox_talabonoides,error,0,,"Integration interval contains NaN."
Copsychus_malabaricus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Coptodon_guineensis,6a,0,,
Coptodon_rendalli,6,0,,
Coracias_benghalensis,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Coracias_cyanogaster,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Coracias_naevius,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Coracopsis_barklyi,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Coragyps_atratus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Corbula_gibba,error,0,,"Arrays have incompatible sizes for this operation."
Coregonus_kiyi,6a,0,,
Coregonus_muksun,6a,0,,
Coreobagrus_ichikawai,6a,0,,
Coronatella_rectangula,6,0,,
Corophium_volutator,error,0,,"Arrays have incompatible sizes for this operation."
Corvus_albus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Corvus_brachyrhynchos,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Corvus_caurinus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Corvus_corax,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Corvus_corone,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Corvus_hawaiiensis,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Corvus_monedula,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Corvus_splendens,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Corydoras_aeneus,6,0,,
Coryphaena_hippurus,9,0,,
Coturnix_coturnix,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Coturnix_japonica,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Crassostrea_corteziensis,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Crassostrea_virginica,error,0,,"Integration interval contains NaN."
Crax_blumenbachii,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Creagrus_furcatus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Crenichthys_baileyi,6a,0,,
Crex_crex,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Crinia_georgiana,8,0,,
Crocodylus_acutus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Crocodylus_johnsoni,8,0,,
Crocodylus_mindorensis,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Crocodylus_moreletii,6,0,,
Crocodylus_niloticus,error,0,,"Arrays have incompatible sizes for this operation."
Crocodylus_palustris,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Crocodylus_porosus,6,0,,
Crocodylus_rhombifer,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Crocodylus_siamensis,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Crotalus_horridus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Matrix dimensions must agree."
Crotalus_lepidus,6a,0,,
Crotalus_oreganus,6,0,,
Crotalus_pricei,6,0,,
Cryodraco_antarcticus,6a,0,,
Cryptobranchus_alleganiensis,6,0,,
Crystallogobius_linearis,error,0,,"Arrays have incompatible sizes for this operation."
Ctenophorus_adelaidensis,8,0,,
Ctenophorus_ornatus,8,0,,
Ctenotus_pantherinus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Cuculus_canorus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Culaea_inconstans,6a,0,,
Cuora_flavomarginata,6,0,,
Curimata_knerii,6a,0,,
Cuthona_nana,6,0,,
Cyanistes_caeruleus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Cyanocorax_beecheii,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Cyanoliseus_patagonus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Cyanopica_cyanus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Cyanopsitta_spixii,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Cyanoramphus_novaezelandiae,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Cyclonaias_asperata,6a,0,,
Cyclopsetta_chittendeni,6a,0,,
Cyclopsetta_querna,6a,0,,
Cyclopterus_lumpus,5,0,,
Cygnus_cygnus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Cygnus_olor,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Cynoglossus_canariensis,6a,0,,
Cynoglossus_joyneri,6a,0,,
Cynoglossus_puncticeps,6a,0,,
Cynoglossus_semifasciatus,6a,0,,
Cynoglossus_senegalensis,6a,0,,
Cynoglossus_zanzibarensis,error,0,,"Initial function value must be finite and real."
Cynops_pyrrhogaster,6,0,,
Cynoscion_leiarchus,6a,0,,
Cynoscion_regalis,6a,0,,
Cyphomyrus_discorhynchus,6a,0,,
Cyprideis_torosa,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Matrix dimensions must agree."
Cyprinodon_bovinus,6,0,,
Cyprinodon_elegans,6,0,,
Cyprinodon_macularius,6,0,,
Cypseloides_cherriei,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Cypseloides_cryptus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Cypseloides_fumigatus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Cypseloides_niger,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Cypsiurus_balasiensis,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Cypsnagra_hirundinacea,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Cyrtonyx_montezumae,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Dalatias_licha,6a,0,,
Danio_rerio,9,0,,
Daphnia_cephalata,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Daphnia_cucullata,error,0,,"Arrays have incompatible sizes for this operation."
Daphnia_longispina,4,0,,
Daphnia_mendotae,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Daphnia_obtusa,6,0,,
Daphnia_projecta,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Daphnia_pulex,6,0,,
Daphnia_similus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Daption_capense,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Dascyllus_albisella,6a,0,,
Dascyllus_aruanus,6a,0,,
Dascyllus_reticulatus,6a,0,,
Dasyatis_chrysonota,6a,0,,
Deania_calceus,6,0,,
Decapterus_kurroides,6a,0,,
Decapterus_macarellus,6a,0,,
Decapterus_macrosoma,6a,0,,
Decapterus_maruadsi,6a,0,,
Decapterus_punctatus,6a,0,,
Decapterus_russelli,6a,0,,
Decapterus_tabl,6a,0,,
Deirochelys_reticularia,6,0,,
Delichon_urbicum,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Delphinus_delphis,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Deltentosteus_quadrimaculatus,6a,0,,
Dendragapus_obscurus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Dendrobaena_octaedra,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Dendrochirus_brachypterus,6a,0,,
Dendrocolaptes_platyrostris,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Dendrocygna_autumnalis,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Dendrocygna_bicolor,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Dendroplex_picus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Dentex_congoensis,6a,0,,
Dentiraja_australis,error,0,,"Initial function value must be finite and real."
Dentiraja_polyommata,6a,0,,
Dermatemys_mawii,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Dermochelys_coriacea,8,0,,
Desmognathus_brimleyorum,6a,0,,
Desmognathus_fuscus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Matrix dimensions must agree."
Desmognathus_ochrophaeus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Matrix dimensions must agree."
Deveximentum_ruconius,6a,0,,
Diaphanosoma_excisum,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Diaphanosoma_sarsi,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Dicamptodon_tenebrosus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Index in position 1 exceeds array bounds. Index must not exceed 2."
Dicologlossa_cuneata,6,0,,
Dilatata_dilatata,6a,0,,
Dinarolacerta_mosorensis,6,0,,
Diomedea_epomophora,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Diomedea_exulans,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Diplectrum_formosum,6a,0,,
Diplectrum_macropoma,6a,0,,
Diplectrum_pacificum,6a,0,,
Diplodus_annularis,6a,0,,
Diplodus_cervinus,6a,0,,
Diplodus_sargus,6a,0,,
Diplodus_vulgaris,6a,0,,
Dipodomys_stephensi,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Dipsosaurus_dorsalis,6,0,,
Dipturus_batis,6a,0,,
Dipturus_innominatus,6a,0,,
Dipturus_kwangtungensis,6a,0,,
Dipturus_laevis,6a,0,,
Dipturus_pullopunctatus,6a,0,,
Dissostichus_eleginoides,timeout,0,,
Dissostichus_mawsoni,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Diuca_diuca,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Dolichonyx_oryzivorus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Dolloidraco_longedorsalis,error,0,,"Integration interval contains NaN."
Donacobius_atricapilla,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Donax_trunculus,6a,0,,
Doricha_eliza,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Dorosoma_cepedianum,6a,0,,
Dosinia_exoleta,6a,0,,
Dromaius_novaehollandiae,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Dromas_ardeola,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Dromococcyx_pavoninus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Dryobates_pubescens,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Dryocopus_martius,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Dryocopus_pileatus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Dugong_dugon,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Dussumieria_acuta,6a,0,,
Dussumieria_hasseltii,6a,0,,
Dyscophus_antongilii,6a,0,,
Echinotriton_andersoni,error,0,,"Integration interval contains NaN."
Eclectus_roratus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Egernia_cunninghami,error,0,,"Integration interval contains NaN."
Egernia_striolata,8,0,,
Egretta_caerulea,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Egretta_gularis,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Egretta_thula,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Egretta_tricolor,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Eisenia_andrei,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Eisenia_fetida,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Elagatis_bipinnulata,6a,0,,
Elanus_caeruleus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Elassoma_zonatum,6a,0,,
Eleothreptus_candicans,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Eleutherodactylus_coqui,6,0,,
Elliptio_arca,6a,0,,
Elliptio_complanata,6a,0,,
Elseya_albagula,6,0,,
Elseya_dentata,6,0,,
Elusor_macrurus,6,0,,
Emberiza_calandra,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Emberiza_citrinella,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Emberizoides_ypiranganus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Emmelichthys_nitidus,6a,0,,
Empidonax_difficilis,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Empidonax_oberholseri,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Empidonax_traillii,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Empidonax_virescens,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Emydocephalus_ijimae,6a,0,,
Emydura_macquarii,6,0,,
Emys_orbicularis,8,0,,
Encrasicholina_devisi,6a,0,,
Encrasicholina_heteroloba,6a,0,,
Encrasicholina_punctifer,6a,0,,
Encrasicholina_purpurea,6a,0,,
Engraulicypris_sardella,6a,0,,
Engraulis_anchoita,6a,0,,
Engraulis_australis,6a,0,,
Engraulis_capensis,6a,0,,
Engraulis_encrasicolus,timeout,0,,
Engraulis_japonicus,5,0,,
Engraulis_mordax,6a,0,,
Engraulis_ringens,6a,0,,
Enicognathus_ferrugineus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Ensatina_eschscholtzii,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Index in position 1 exceeds array bounds. Index must not exceed 2."
Enteromius_liberiensis,6,0,,
Entosphenus_tridentatus,4,0,,
Eolophus_roseicapilla,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Eopsaltria_georgiana,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Eopsetta_jordani,6a,0,,
Eos_histrio,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Epidalea_calamita,6,0,,
Epinephelus_coioides,6a,0,,
Epinephelus_cyanopodus,6a,0,,
Epinephelus_drummondhayi,6a,0,,
Epinephelus_fuscoguttatus,6a,0,,
Epinephelus_howlandi,6a,0,,
Epinephelus_itajara,6a,0,,
Epinephelus_labriformis,6a,0,,
Epinephelus_maculatus,6a,0,,
Epinephelus_malabaricus,6a,0,,
Epinephelus_polyphekadion,6a,0,,
Epinephelus_quoyanus,6a,0,,
Equulites_elongatus,6a,0,,
Equulites_leuciscus,6a,0,,
Equulites_lineolatus,6a,0,,
Eremias_argus,timeout,0,,
Eremophila_alpestris,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Eremophilus_mutisii,6a,0,,
Eretmochelys_imbricata,6,0,,
Erignathus_barbatus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Erilepis_zonifer,error,0,,"Initial function value must be finite and real."
Erithacus_rubecula,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Erpetoichthys_calabaricus,8,0,,
Escualosa_thoracata,6a,0,,
Esox_lucius,8,0,,
Esox_masquinongy,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Esox_niger,6,0,,
Etheostoma_perlongum,6a,0,,
Etheostoma_pyrrhogaster,6a,0,,
Etheostoma_tetrazonum,6a,0,,
Etheostoma_trisella,6,0,,
Etheostoma_zonistium,error,0,,"Arrays have incompatible sizes for this operation."
Etmopterus_baxteri,6a,0,,
Etropus_crossotus,6a,0,,
Eubleekeria_splendens,6a,0,,
Eucinostomus_argenteus,6a,0,,
Eucinostomus_gula,6a,0,,
Eudocimus_albus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Eudocimus_ruber,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Eudyptes_chrysocome,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Eudyptes_chrysolophus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Eudyptes_pachyrhynchus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Eudyptula_minor,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Eulamprus_quoyii,8,0,,
Eulimnadia_texana,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Eunectes_murinus,8,0,,
Eunectes_notaeus,8,0,,
Eunymphicus_cornutus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Euphagus_cyanocephalus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Euproctus_platycephalus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Matrix dimensions must agree."
Euprymna_hyllebergi,4,0,,
Euptilotis_neoxenus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Euryalona_orientalis,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Eurycea_longicauda,error,0,,"Arrays have incompatible sizes for this operation."
Eurycea_lucifuga,5,0,,
Eurycea_quadridigitata,6a,0,,
Eurycea_tonkawae,6a,0,,
Euryceros_prevostii,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Eurystomus_orientalis,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Euthynnus_affinis,6a,0,,
Euthynnus_alletteratus,6a,0,,
Eutrigla_gurnardus,error,0,,"Integration interval contains NaN."
Evynnis_ehrenbergii,6a,0,,
Evynnis_tumifrons,6a,0,,
Excirolana_armata,6a,0,,
Falcipennis_canadensis,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Falco_berigora,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Falco_biarmicus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Falco_chicquera,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Falco_columbarius,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Falco_mexicanus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Falco_naumanni,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Falco_peregrinus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Falco_sparverius,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Falco_tinnunculus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Faustina_faustina,6a,0,,
Fenneropenaeus_chinensis,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Feresa_attenuata,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Ficedula_hypoleuca,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Flavocaranx_bajad,6a,0,,
Forbesichthys_agassizii,6,0,,
Forpus_passerinus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Foudia_rubra,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Francolinus_francolinus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Fratercula_arctica,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Fratercula_cirrhata,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Frederickena_unduliger,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Fregata_aquila,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Fregata_ariel,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Fregata_magnificens,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Fregata_minor,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Fregetta_tropica,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Fulica_americana,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Fulmarus_glacialis,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
