species,ab,am,d_V,Wwb,Wwp,Wwi,Ri,T_typical,metamorphosis,p_Am,1-kap,v,p_M,s_Hb_bj,s_Hbj_p,E_Hp,s_p_M,1/s_M,estim_k_J,class_other,class_Aves,class_Actinopterygii,class_Reptilia,class_Chondrichthyes,class_Amphibia,class_Mammalia,class_Bivalvia,class_Branchiopoda,class_Malacostraca,climate_A,climate_B,climate_C,climate_D,climate_E,habitat_T,habitat_F,habitat_S,habitat_M,migrate_T,food_other,food_P,food_O,food_H,food_C
Oregonichthys_crameri,1.8277891410e+01,7.0638674447e+03,2.0000000000e-01,5.2000000000e-04,6.4290476060e-01,3.3000000000e+00,8.5491411712e-01,2.8515000000e+02,True,4.6352673700e+01,1.4942034274e-01,8.9380131819e-02,2.7455847298e+01,9.9997247016e-01,6.2304971471e-04,6.8107617448e+02,9.5371740759e-02,9.9999110160e-01,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
Caranx_senegallus,7.7396278030e+00,3.7666188641e+03,2.0000000000e-01,5.2000000000e-04,1.3300000000e+02,1.4800000000e+04,1.0619603799e+04,2.9285000000e+02,True,2.3571502779e+02,2.1370936595e-01,2.7414000000e-02,2.2707474356e+01,1.0367869228e-01,2.8097301137e-05,8.7514264879e+04,5.4247750617e-03,4.7028623444e-01,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
Stephanoaetus_coronatus,1.0003104564e+01,9.2471274414e+02,2.8000000000e-01,9.3000000000e+01,3.7525000000e+03,3.9500000000e+03,1.7518953970e-02,3.1315000000e+02,False,2.6802451712e+03,2.2688271569e-02,2.2032986536e-02,4.4423656591e+02,1.0000000000e+00,1.8914368362e-02,1.0084000432e+05,8.7105047974e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,False,False,False,False,False,False,False,True
Kajikia_audax,4.8479527915e+00,2.5278610984e+03,2.0000000000e-01,5.2300000000e-04,5.5000000000e+04,4.4000000000e+05,1.1472149327e+05,2.9715000000e+02,True,6.4925969224e+01,2.6392874802e-02,2.1692068121e-02,2.3993946580e+01,6.7863830820e-05,7.4967674382e-05,8.9062377185e+06,1.0289344696e-01,4.0956533429e-02,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True
Nannoperca_vittata,1.4000000000e+01,1.8250000000e+03,2.0000000000e-01,5.2000000000e-04,8.6000000000e-01,5.6000000000e+00,2.1726027397e+00,2.9315000000e+02,True,3.7172664128e+01,8.3484997718e-02,2.1737258647e-02,2.2307186418e+01,9.0408770935e-01,4.5996235870e-04,4.4040739533e+02,1.1023482745e-01,9.6761167079e-01,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
Semaprochilodus_taeniurus,8.3079636404e-01,1.4270149312e+03,2.0000000000e-01,4.0000000000e-04,2.2446222226e+01,2.9700000000e+02,2.7523702686e+00,2.9815000000e+02,True,1.9206801788e+02,2.2496339738e-04,6.6181725958e-02,3.4468060189e+01,9.6546677479e-01,1.5587471632e-05,1.9025006629e+01,2.7399531382e-02,9.8842885102e-01,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
Anthobaphes_violacea,2.9601023709e+00,2.2194980985e+02,2.8000000000e-01,1.2000000000e+00,8.3600000000e+00,8.8000000000e+00,3.8296946529e-02,3.1475000000e+02,False,6.0434627506e+02,4.1060186297e-02,2.9908612680e-02,4.4802021205e+02,1.0000000000e+00,6.9195501725e-02,1.9576978947e+03,8.6316676196e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True
Saxicola_torquatus,2.8580298753e+00,3.9063166534e+02,2.8000000000e-01,2.2000000000e+00,1.9950000000e+01,2.1000000000e+01,2.8159519507e-01,3.1475000000e+02,False,1.5151703242e+03,1.7894482309e-01,2.9905490416e-02,9.3176575238e+02,1.0000000000e+00,8.2862859868e-02,1.0247491668e+04,8.1196538864e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True
Dipodomys_stephensi,2.7149824357e+01,7.9330718003e+02,3.0000000000e-01,7.0000000000e+00,5.5000000000e+01,6.5000000000e+01,1.2227293846e-01,3.1015000000e+02,False,4.0264747598e+04,5.4080983701e-02,2.0221461476e-02,6.4238777079e+04,1.0000000000e+00,5.5230301356e-03,1.7023057628e+05,4.4476914966e-01,1.0000000000e+00,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False
Hippocampus_reidi,7.6086108482e+00,6.9428573990e+02,2.0000000000e-01,2.3000000000e-03,2.2700000000e+00,2.3800000000e+01,7.9246910656e+00,2.9985000000e+02,True,2.0272516826e+01,5.5594943833e-02,2.0790142384e-02,2.4029664385e+01,1.2405312587e-02,6.9999165971e-02,6.8383192842e+02,2.5588616362e-02,2.3743731806e-01,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True
Ruditapes_philippinarum,1.7998788905e+00,8.5944172307e+03,9.0000000000e-02,2.5555555556e-08,4.7777777778e-01,1.0888888889e+01,5.0848314836e+03,2.8815000000e+02,True,3.4329512540e+00,8.3625675835e-03,5.8211821696e-03,1.1107907289e+01,3.3475309674e-03,1.3381909096e-05,1.0033413082e+01,2.5023027083e-02,1.4981260187e-01,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False
Semaprochilodus_insignis,8.3079636404e-01,1.4270149312e+03,2.0000000000e-01,4.0000000000e-04,3.0847339131e+01,4.1100000000e+02,3.8088356242e+00,2.9815000000e+02,True,2.1659850684e+02,2.3171304819e-04,6.3546145658e-02,3.5667899507e+01,8.9953213750e-01,1.1468125152e-05,2.6819155800e+01,2.6097382123e-02,9.6551891294e-01,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
Sialia_mexicana,2.8580298753e+00,3.8619266914e+02,2.8000000000e-01,3.7000000000e+00,2.6220000000e+01,2.7600000000e+01,1.6895711704e-01,3.1475000000e+02,False,3.0556774718e+03,3.8186312640e-01,2.6862939928e-02,1.6375236022e+03,1.0000000000e+00,1.0050407119e-01,2.1831026674e+04,9.4175307531e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True
Ramphastos_toco,3.5725373442e+00,1.1333714114e+03,2.8000000000e-01,1.6000000000e+01,6.3234850000e+02,6.6563000000e+02,6.8821217138e-02,3.1495000000e+02,False,2.5784104855e+03,4.1461066267e-02,3.8538491119e-02,6.3124739900e+02,1.0000000000e+00,1.4745592287e-02,5.8676853261e+04,9.2280756610e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True
Corydoras_aeneus,1.8983030941e+00,1.1548010489e+03,2.0000000000e-01,6.4000000000e-04,1.1640000000e+00,3.2000000000e+00,2.5978500823e+00,2.9815000000e+02,True,1.4563029721e+02,1.7660167164e-02,5.9697750559e-02,1.1268956647e+02,9.9999999948e-01,2.3173028920e-04,1.8246906747e+02,8.8046710994e-02,9.9999999983e-01,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True
Sargocentron_diadema,1.8401995423e+00,2.7229979714e+03,2.0000000000e-01,2.6800000000e-04,8.0000000000e+00,7.5300000000e+01,2.9746625172e+01,3.0085000000e+02,False,1.2608204011e+02,8.0006876150e-03,2.3350000000e-02,3.8251132446e+01,1.0000000000e+00,2.0719889431e-05,2.5378548860e+02,4.7062569759e-02,1.0000000000e+00,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True
Progne_tapera,3.0621748664e+00,6.1702047138e+02,2.8000000000e-01,4.4000000000e+00,3.3060000000e+01,3.4800000000e+01,9.0110462422e-02,3.1475000000e+02,False,1.6056447172e+03,2.7753353739e-01,3.2735034901e-02,7.1954923893e+02,1.0000000000e+00,7.6255324502e-02,3.6684876894e+04,9.5214489006e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True
Melospiza_melodia,2.8580298753e+00,5.0160657026e+02,2.8000000000e-01,2.4000000000e+00,3.3250000000e+01,3.5000000000e+01,2.2527615605e-01,3.1475000000e+02,False,2.4702803913e+03,4.3785224382e-02,2.4858319706e-02,1.8344320194e+03,1.0000000000e+00,9.0856954608e-02,1.3792542521e+03,5.8032134082e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True
Fundulus_luciae,1.0618648819e+01,2.7684334420e+02,2.0000000000e-01,4.2000000000e-03,1.4094564788e-01,6.0000000000e-01,7.9234825534e-02,2.9615000000e+02,True,3.8218620844e+01,3.6382472344e-02,3.5128006851e-02,4.6997676864e+01,9.9999751747e-01,2.1578145505e-02,3.1414828051e+01,7.3585104017e-02,9.9999928367e-01,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True
Tetrastes_bonasia,7.3254781839e+00,3.4691896904e+02,2.8000000000e-01,1.0000000000e+01,4.0755000000e+02,4.2900000000e+02,9.3393567063e-02,3.1385000000e+02,False,6.1063067638e+03,1.1518889367e-02,2.1826697344e-02,2.7857671550e+03,1.0000000000e+00,2.9895645459e-02,1.7463791774e+03,6.0356017295e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True
Mionectes_oleagineus,2.8580298753e+00,4.8828958167e+02,2.8000000000e-01,1.7000000000e+00,9.5000000000e+00,1.0000000000e+01,5.6319039014e-02,3.1475000000e+02,False,5.7478010717e+02,1.0869122690e-01,4.0618819403e-02,3.4898139534e+02,1.0000000000e+00,8.9645004965e-02,8.4498059800e+03,8.9356901580e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True
Scomberomorus_maculatus,5.8594063312e-01,2.4098055252e+03,2.0000000000e-01,5.2000000000e-04,5.6800000000e+02,6.5500000000e+03,8.7143961538e+03,2.9725000000e+02,True,8.5008980748e+01,1.2350369748e-01,2.4056000000e-02,2.1823107137e+01,1.0563721762e-02,5.4580147861e-05,3.6631397849e+05,6.3767568880e-02,2.2003203848e-01,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True
Plectropomus_pessuliferus,1.5734833388e+00,4.9774522952e+03,2.0000000000e-01,5.8000000000e-05,3.4000000000e+03,2.4000000000e+04,3.8452320862e+03,3.0025000000e+02,True,1.1255588437e+02,4.0997192665e-02,1.6586417258e-02,1.3253494199e+01,5.5502865608e-02,1.6731257031e-07,5.6688182624e+05,7.7227773960e-02,3.8173523487e-01,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True
Megascops_asio,5.3077697685e+00,1.0440902792e+03,2.8000000000e-01,1.1000000000e+01,1.5589500000e+02,1.6410000000e+02,8.4259955057e-02,3.1335000000e+02,False,1.8543405621e+03,6.6445153427e-02,2.6150157048e-02,7.2216947800e+02,1.0000000000e+00,5.8462204864e-02,1.8514476087e+04,7.7283531192e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True
Megascops_trichopsis,5.3077697685e+00,1.0440902792e+03,2.8000000000e-01,1.2000000000e+01,8.9680000000e+01,9.4400000000e+01,6.9390551224e-02,3.1335000000e+02,False,1.7422127397e+03,1.0194164385e-01,2.4882368357e-02,7.8009752281e+02,1.0000000000e+00,1.0101478348e-01,1.7993491077e+04,8.0437561319e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True
Nestor_notabilis,5.9673057076e+00,2.7013534091e+03,2.8000000000e-01,1.8700000000e+01,8.7590000000e+02,9.2200000000e+02,6.9594744385e-02,3.1445000000e+02,False,4.8088544305e+03,2.6910166632e-02,2.6605960742e-02,1.4762785515e+03,1.0000000000e+00,1.9742334476e-02,1.7104853006e+04,7.9338281824e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True
Bubo_scandiacus,6.5326397150e+00,1.4122960298e+03,2.8000000000e-01,4.5000000000e+01,2.0900000000e+03,2.2000000000e+03,1.1895523067e-01,3.1335000000e+02,False,1.7201853970e+03,2.8010925420e-02,3.3970095775e-02,2.6321286724e+02,1.0000000000e+00,1.8831050671e-02,1.0226055497e+05,5.6724888871e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True
Zenaida_macroura,2.4035763434e+00,1.5178126830e+03,2.8000000000e-01,5.0000000000e+00,1.0450000000e+02,1.1000000000e+02,2.0621780507e-01,3.1378000000e+02,False,3.0507885866e+03,1.8069511492e-01,2.4997856426e-02,1.4174645318e+03,1.0000000000e+00,3.8016038887e-02,2.6859004497e+04,9.0269807547e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,True,False
Ploceus_cucullatus,2.6538848842e+00,1.0653590873e+03,2.8000000000e-01,3.5000000000e+00,3.2300000000e+01,3.4000000000e+01,4.5055231211e-02,3.1475000000e+02,False,2.0486024845e+03,5.8891335096e-02,3.0147345756e-02,1.3443821115e+03,1.0000000000e+00,7.7780084379e-02,4.1132325392e+03,9.1245716649e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
Phataginus_tetradactyla,4.2467697141e+01,1.1071935326e+03,3.0000000000e-01,1.2500000000e+02,1.1000000000e+03,3.6000000000e+03,1.8063689329e-02,3.0655000000e+02,False,1.9524027207e+02,9.0749287593e-02,2.3668997963e-02,1.5027826821e+01,1.0000000000e+00,5.8906569455e-02,8.3257058948e+05,1.9374306935e-01,1.0000000000e+00,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
Phycodurus_eques,2.7042032703e+01,4.0378671558e+03,2.0000000000e-01,3.1000000000e-03,3.5800000000e+01,1.9170000000e+02,1.1144497395e+00,2.9095000000e+02,True,1.4371082933e+02,3.4041094398e-03,2.6394000000e-02,1.1354736357e+02,4.2704219329e-02,5.5026089633e-04,1.1776747824e+03,1.3882513692e-01,3.5797794569e-01,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
Onychodactylus_japonicus,2.7251597062e+02,8.4177831968e+03,2.8000000000e-01,6.5400000000e-02,4.9119780957e+00,9.6500000000e+00,6.0728577589e-02,2.8515000000e+02,False,8.0715184386e+01,6.1135789845e-01,1.8442726193e-02,1.6952930117e+01,1.0000000000e+00,7.8689711676e-03,5.4623170446e+04,1.9613147360e-01,1.0000000000e+00,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,True,False,False,True,False,False,False,False,True
Atlantoraja_castelnaui,3.6054401396e+02,1.2944121157e+04,2.0000000000e-01,7.2001001753e+01,1.0418769957e+04,2.0700000000e+04,4.1717780099e-02,2.9025000000e+02,False,5.0210358208e+02,3.0000000000e-01,3.6946296131e-02,2.0342801534e+01,1.0000000000e+00,3.5984284362e-03,9.9358669356e+06,4.4193662291e-01,1.0000000000e+00,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
Centropomus_parallelus,1.0397243217e+01,2.8462453308e+03,2.0000000000e-01,2.7000000000e-04,6.2500000000e+02,5.0000000000e+03,4.7430907849e+03,3.0035000000e+02,True,6.0087433276e+01,1.0713142988e-01,2.8594956023e-03,1.3858030658e+01,6.2269621999e-02,2.5172136668e-06,1.8271800316e+05,5.0140410112e-04,3.9804619109e-01,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True
Aphanopus_carbo,2.9413489377e+00,1.7465592543e+04,2.0000000000e-01,5.2000000000e-04,4.9996180602e+02,3.3620000000e+03,1.6031520219e+02,2.8165000000e+02,True,3.0498604134e+03,2.9385274414e-02,2.0544262194e-02,1.6919296174e+03,5.1502872726e-02,8.8205108433e-07,7.1002642806e+04,2.8730574864e-02,3.8145754016e-01,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,True
Aetobatus_flagellum,1.3063042085e+02,3.3002621806e+03,2.0000000000e-01,6.2479451303e+02,7.9159629772e+03,1.3900000000e+04,2.3028473449e-02,3.0135000000e+02,False,3.9460561132e+02,2.9938582700e-01,2.8017583322e-02,1.4157982858e+01,1.0000000000e+00,3.7927414583e-02,1.0846510471e+07,4.8155284814e-01,1.0000000000e+00,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
Glaniopsis_hanitschi,1.0042187925e+01,2.0222888787e+03,2.0000000000e-01,1.0000000000e-03,6.0000000000e-01,7.0000000000e+00,1.3173192159e+00,2.9715000000e+02,True,1.2497993957e+01,1.0000000000e-01,2.5000000000e-02,6.1534186313e+00,9.9999999618e-01,1.1950014066e-03,4.4988155690e+02,3.2318144389e-02,9.9999999877e-01,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
Petrogale_xanthopus,3.0148718685e+01,8.5309521305e+02,3.0000000000e-01,4.8400000000e-01,4.0000000000e+03,7.0000000000e+03,2.6163550866e-02,3.0965000000e+02,False,6.0772777901e+02,2.7527342355e-01,3.8543292473e-02,3.3730358977e+01,1.0000000000e+00,6.7592150909e-05,6.8320639933e+06,4.7905339634e-01,1.0000000000e+00,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
Gymnocharacinus_bergii,7.2911879104e+00,1.9959626905e+03,2.0000000000e-01,1.4000000000e-03,4.4717037037e-01,4.4000000000e+00,6.0121364278e-01,2.9415000000e+02,True,8.0368884493e+02,8.2056857201e-03,1.7498442425e-02,1.0766645000e+03,9.9999047284e-01,5.1375321452e-04,1.5796398585e+01,8.7402393729e-03,9.9999722894e-01,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
Aphelocoma_coerulescens,3.4704648486e+00,6.6584942955e+02,2.8000000000e-01,4.2000000000e+00,7.6190000000e+01,8.0200000000e+01,9.0110462422e-02,3.1475000000e+02,False,1.8578417003e+03,7.3892250176e-02,2.7314670476e-02,9.0216914714e+02,1.0000000000e+00,3.8474721659e-02,1.2193019982e+04,8.9868232451e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True
Junco_hyemalis,2.5518123887e+00,5.0160657026e+02,2.8000000000e-01,2.3000000000e+00,1.8240000000e+01,1.9200000000e+01,1.8022092484e-01,3.1475000000e+02,False,2.8132716422e+03,1.2860791009e-01,2.7357425642e-02,2.3537928857e+03,1.0000000000e+00,1.1378471833e-01,3.4285589152e+03,8.4275057847e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True
Tetronarce_nobiliana,6.9781377976e+02,8.3737653572e+03,2.0000000000e-01,1.7983460219e+02,3.5226120713e+03,8.6200000000e+04,8.5982824845e-02,2.8635000000e+02,False,1.7460076190e+03,4.3557918718e-01,5.3710185869e-02,4.4784185682e+01,1.0000000000e+00,4.4761914078e-02,2.8498802459e+06,1.5477271712e-02,1.0000000000e+00,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True
Smaug_giganteus,9.1751316217e+01,9.0885000000e+03,3.0000000000e-01,7.0000000000e+00,1.6000000000e+02,2.5100000000e+02,3.4246575342e-03,2.9315000000e+02,False,1.6929591309e+02,8.9534026962e-02,2.6047348653e-02,2.9948356974e+01,1.0000000000e+00,2.1055603104e-02,1.6441839766e+05,4.0948824036e-01,1.0000000000e+00,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
Stegastes_arcifrons,4.0076846839e+00,7.3140245481e+03,2.0000000000e-01,5.2000000000e-04,2.5000000000e+00,4.3600000000e+01,2.9942475385e+02,2.9755000000e+02,True,1.1944728198e+02,4.8410755025e-01,2.3992000000e-02,2.5450620594e+01,6.5372536849e-01,2.2017999933e-04,8.2823826929e+03,3.2085595956e-02,8.6917193408e-01,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
