species,p_Am,kap,v,p_M,E_G,h_a,E_Hb,E_Hj,E_Hx,E_Hp,k_J,kap_R,kap_X,kap_P,family,order,class,phylum,climate,ecozone,habitat,embryo,migrate,food,gender,reprod,ab,ah,aj,ax,ap,am,tg,tb,tj,tx,tp,Wwb,Wwj,Wwx,Wwp,Wwi,Lb,Lj,Lx,Lp,Li,Ri,Ni,GSI,NR,estim_z,estim_kap,estim_v,estim_p_M,estim_k_J,estim_E_Hb,estim_E_Hj,estim_E_Hp,d_V,T_typical,f,t_0,model,completeness,s_M,estim_s_M,metamorphosis,weaning,foetus,genus
Cyanopica_cyanus,2887.03631445751,0.952070026054564,0.0245578705910949,1788.43888322861,7323.09227117611,9.25560276350786e-13,171.320448948385,,1342.0583386756,3462.50868469585,0.0731871209940481,0.95,0.8,0.1,Corvidae,Passeriformes,Aves,Chordata,C D,THp,0iTf 0iTh,Tnpf,,bxCi xiO,Dg,O,3.06217486642046,,,5.12965254721503,9.26460790880418,887.799239400022,,,,2.06747768079457,6.20243304238372,3.5,,,66.5,70.0,,,,,,0.157693309238035,,,,True,True,True,True,True,True,False,True,0.28,314.75,1.0,,std,2.5,1.0,True,False,False,False,Cyanopica
Cyanopsitta_spixii,1856.2001431181,0.867182301174862,0.0378669971855751,470.008097192745,7188.1600978246,8.01102433740378e-15,3177.44555371779,,89599.8363115673,130277.220658909,0.0216638700757195,0.95,0.430164969973839,0.1,Psittacidae,Psittaciformes,Aves,Chordata,Aw,TN,0iTf 0iTi,Tnwf,,biHs,Dg,O,5.30776976846213,,,14.05634958055533,31.55350920474173,1231.67505783112,,,,8.7485798120932,26.2457394362796,15.2,,,266.0,280.0,,,,,,0.0365356103575251,,,,True,True,True,True,True,True,False,True,0.28,314.45,1.0,6.5,std,2.8,1.0,True,False,False,False,Cyanopsitta
Cyanoramphus_novaezelandiae,2030.75138042168,0.694740552788364,0.0158076368446642,877.520879746344,7313.6267852147,2.47768408751609e-12,1832.55197630598,,24186.7309687952,41616.8164168072,0.0359965036542125,0.95,0.8,0.1,Psittacidae,Psittaciformes,Aves,Chordata,Cfb,TAz,0iTf,Tnwf,,biHn biHs,Dg,O,5.10362477736743,,,11.66505963643733,24.78792935457713,565.658174707626,,,,6.5614348590699,19.6843045772097,5.5,,,77.425,81.5,,,,,,0.153449563501605,,,,True,True,True,True,True,True,False,True,0.28,314.45,1.0,,std,2.5,1.0,True,False,False,False,Cyanoramphus
Cycleptus_elongatus,98.5626161703352,0.6951,0.020262,18.539,5226.2871,1.271e-08,0.581,24.04,,2107000.0,0.002,0.95,0.8,0.1,Catostomidae,Cypriniformes,Actinopterygii,Chordata,Cfa Dfa,THn,0iFr,Fh,,biCi,D,O,,,,,,5723.34514987854,,,,,,0.00052,,,1310.0,4240.0,0.41359488734369804,,,56.8,82.5,2680.25072720375,,,,True,True,True,True,False,True,True,True,0.2,291.15,1.0,,abj,2.5,3.4516402434232605,True,True,False,False,Cycleptus
Cycleptus_meridionalis,147.646475216251,0.69017,0.020468,18.6598,5220.2882,1.132e-09,2.298,7.808,,702600.0,0.002,0.95,0.8,0.1,Catostomidae,Cypriniformes,Actinopterygii,Chordata,Cfa,THn,0iFr,Fh,,biCi,D,O,,,,,,14528.4915343071,,,,,,0.0025,,,358.4266441677383,1260.0,0.7451513876493137,,,39.0,59.3,,,0.15,,True,True,True,True,False,True,True,True,0.2,291.15,1.0,,abj,2.5,1.500826130016134,True,True,False,False,Cycleptus
Cyclestheria_hislopi,285.072558213005,0.96195,0.034935,1904.7409,4450.683,5.927e-05,0.02799,,,0.7177,0.002,0.95,0.8,0.1,Cyclestheriidae,Cyclestherida,Branchiopoda,Arthropoda,B,THn,0iFpe,Fbf,,biPp biD,Hha,O,,,,,,66.0,,,,,15.0,0.00034074074074074085,,,0.0030222828,0.0092,0.1,,,0.207,0.3,0.139285714285714,,,,True,True,True,True,False,True,False,True,0.17,293.15,1.0,,std,2.5,1.0,True,False,False,False,Cyclestheria
Cyclocheilichthys_apogon,24.4687562418993,0.99529,0.017706,9.5654,5245.9234,1.459e-08,0.01033,0.3263,,594.0,0.002,0.95,0.8,0.1,Cyprinidae,Cypriniformes,Actinopterygii,Chordata,Aw,TPi,0iFc 0iFp,Fh,Mp,biCi,D,O,,,,,,1308.71160444023,,,,,,0.00052,,,32.0,340.6,0.2819339137273137,,,10.0,28.7,20.722670990298,,,,True,True,True,True,False,True,True,True,0.2,298.15,1.0,,abj,2.5,3.163507195397854,True,True,False,False,Cyclocheilichthys
Cyclonaias_asperata,11.3499184439013,0.999424460881852,0.0196911225570216,6.69014262396409,2358.26844722912,4.69547444165378e-11,2.30097106778836e-07,2.30097792911123e-07,,0.312288257431444,0.002,0.95,0.8,0.1,Unionidae,Unionoida,Bivalvia,Mollusca,Cfb Dfb,THn,0iFr 0iFp,Fbb,,bjTvf jiPp,D,O,14.5865870992229,,,,,34847.1150438042,,,,,,2.8698979591836747e-07,9.685905612244899e-07,,0.28698979591836743,6.3,0.02,0.03,,2.0,5.6,19.9323243581823,,,,True,True,True,True,False,True,True,True,0.09,290.15,1.0,,abj,2.4,1.0000009931732445,True,True,False,False,Cyclonaias
Cyclops_vicinus,39.7933179492325,0.9967,0.02723,1400.0,4400.0,2.972e-05,2.938e-05,0.0004509,,0.003318,0.002,0.95,0.8,0.1,Cyclopidae,Cyclopoida,Hexanauplia,Arthropoda,Cfb Dfb Dfc,TH,0iFp 0iFl 0iFm,Fbf,,biP biCi,D,O,,,,,,49.6694144061562,,,,,,,,,,,0.0207,0.0626,,0.1627,0.1627,14.7642838576015,,,,True,True,True,True,False,True,True,True,0.17,293.15,1.0,,abp,2.6,,True,False,False,False,Cyclops
Cyclopsetta_chittendeni,47.3921669516908,0.8,0.0199933137860229,18.1353522632987,5230.59710709733,5.40339962347364e-09,0.456058176416329,14.1842378755554,,76707.0572539478,0.002,0.95,0.8,0.1,Cyclopsettidae,Pleuronectiformes,Actinopterygii,Chordata,MB,MAW,0jMp jiMcd,Mp,Mo,bjPz jiCi,D,O,5.48835589574913,,,,,1558.083257071,,,,,,0.000524,,,59.8,427.5,0.34637768504827765,,,17.0,32.0,943.466912521357,,,,True,False,True,True,False,True,True,True,0.2,297.95,1.0,,abj,2.5,3.1328704579323277,True,True,False,False,Cyclopsetta
Cyclopsetta_querna,146.725585259451,0.8,0.0185122542122923,16.3845391300023,5232.36228133676,1.18136744778525e-08,0.252870511806049,0.252870541852202,,72384.3457934244,0.002,0.95,0.8,0.1,Cyclopsettidae,Pleuronectiformes,Actinopterygii,Chordata,MA,MPE,0jMp jiMcd,Mp,Mo,bjPz jiCi,D,O,4.48715602939806,,,,,1273.85373945689,,,,,,0.000524,,,115.0,1000.0,0.34821351241703025,,,21.0,43.2,1153.97863543324,,,,True,False,True,True,False,True,True,True,0.2,299.95,1.0,,abj,2.5,1.0000000394970778,True,True,False,False,Cyclopsetta
Cyclopterus_lumpus,21.3115026730117,0.871019648927247,0.0435164194349688,22.1286752478602,5224.93552430173,2.07679522320977e-09,1.95313898732979,30623.8665871349,,2327312.10466128,0.002,0.95,0.8,0.1,Cyclopteridae,Perciformes,Actinopterygii,Chordata,MC,MAN,0iMd,Mnm,Mo,biCi,D,O,30.5868353746529,20.8546604827179,,,,6597.02426603308,,9.732174891935,,,,0.0026786383001220376,,,1794.4783924645676,9500.0,0.4,,,35.0,61.0,689.704905805357,,,,True,True,True,True,False,True,True,True,0.2,287.15,1.0,,abj,2.5,24.381780274960157,True,True,False,False,Cyclopterus
Cyclosalpa_bakeri,2474.82499144984,0.99928,0.05886,9194.8361,18.0689,0.003529,1.42e-07,,0.0001837,0.1376,0.002,0.95,0.7,0.1,Salpidae,Salpida,Thaliacea,Chordata,MB MC,MP,0jMp jiMb,Mp,Mo,biP,Hsf,Aa,,,,9.03585854531516,,90.3585854531516,,,,,18.0717170906303,0.000773344,,0.21617199999999995,5.5,44.0,0.26,,1.7,5.0,10.0,2.21340339710934,,,,True,True,True,False,False,True,False,True,0.00069093,284.65,1.0,,std,2.8,1.0,True,False,False,False,Cyclosalpa
Cyclothone_alba,57.0380152184383,0.5814,0.023565,55.8206,5211.7616,2.304e-06,0.1925,0.2233,,67.61,0.002,0.95,0.8,0.1,Gonostomatidae,Stomiiformes,Actinopterygii,Chordata,MA MB MC,MC,0iMpm,Mpf,,biPz,D,Os,,,,,,3205.07748307339,,,,,,7.8e-05,,,0.02,0.36,0.32486783901748545,,,2.0,5.6,,,,,True,True,False,True,False,True,True,True,0.2,282.05,1.0,,abj,2.5,1.0486479540791531,True,True,False,False,Cyclothone
Cyclothone_atraria,103.668717775384,0.3713,0.023182,70.3118,5222.3669,6.532e-08,1.15,3.579,,1506.0,0.002,0.95,0.8,0.1,Gonostomatidae,Stomiiformes,Actinopterygii,Chordata,MA MB MC,MC,0iMpm,Mpf,,biPz,Hsm,O,,,,,,9236.6601198742,,,,,,0.000268,,,0.18,0.91,0.41178554926800154,,,3.6,6.2,,,,,True,True,True,True,False,True,True,True,0.2,282.45,1.0,,abj,2.5,1.4380296404163262,True,True,False,False,Cyclothone
Cyclothone_pallida,12.3947467422526,0.92257,0.020903,32.6314,5229.1992,1.562e-07,0.005763,0.1931,,181.3,0.002,0.95,0.8,0.1,Gonostomatidae,Stomiiformes,Actinopterygii,Chordata,MA MB MC,MC,0iMpm,Mpf,,biPz,Hsf,O,,,,,,17276.79354946,,,,,,1.4e-05,,,0.31,1.6,0.15383201560934862,,,4.3,7.5,1.73643332103935,,,,True,True,True,True,False,True,True,True,0.2,277.35,1.0,,abj,2.5,3.181643277488094,True,True,False,False,Cyclothone
Cyclura_pinguis,124.827264338633,0.76803,0.05893,6.3487,7943.2125,5.598e-11,88000.0,,,2000000.0,0.00024029,0.95,0.8,0.1,Iguanidae,Squamata,Reptilia,Chordata,Af,TN,0iTd 0iTh,Tt,,biCi,Dg,O,36.5836858934572,,,,445.101511703729,4451.01511703729,,,,,,50.0,,,,5250.0,,,,,,0.0943604973149503,,,,True,True,True,True,True,True,False,True,0.3,300.15,1.0,,std,2.5,1.0,True,False,False,False,Cyclura
Cygnus_cygnus,2191.34696056749,0.769539301375602,0.0833525935106669,141.329318758198,7319.5228948757,1.50475330734526e-13,193760.699021355,,4961648.28841179,11375718.7581499,0.0058265686802216,0.95,0.8,0.1,Anatidae,Anseriformes,Aves,Chordata,A B C,THp TPi,xiF,Tnsf,,biCi xiH,Dg,O,6.32849472393562,,,17.04893625016032,38.48981930260982,1219.92318426363,,,,10.7204415262247,32.1613245786742,300.0,,,8170.0,8600.0,,,,,,0.130336075296393,,,,True,True,True,True,True,True,False,True,0.28,314.35,1.0,,std,2.5,1.0,True,False,False,False,Cygnus
Cygnus_olor,6010.79051145019,0.778012892155862,0.0271299423581811,694.967952632132,7320.347271537,1.0354481393875e-13,22339.7173401805,,1103355.55518288,2023227.37715841,0.0286092633679523,0.95,0.8,0.1,Anatidae,Anseriformes,Aves,Chordata,BWk Cfb Dfa Dfb,TH,biF,Tnsf,,biCi xiH,Dg,O,7.34921967940911,,,24.22148074558881,57.96600287794831,1824.70378937944,,,,16.8722610661797,50.6167831985392,157.0,,,10070.0,10600.0,,,,,,0.13152819728709,,,,True,True,True,True,True,True,False,True,0.28,314.45,1.0,,std,2.5,1.0,True,False,False,False,Cygnus
Cymatoceps_nasutus,219.504369654717,0.87928,0.011575,9.0293,5237.2552,5.67e-10,0.03094,0.04294,,721400.0,0.00051519,0.95,0.8,0.1,Sparidae,Spariformes,Actinopterygii,Chordata,MB,MIW,0jMp jiMr,Mp,Mo,bjPz jiCi,Hsf,O,,,,,,11734.0291928839,,,,,,0.00022,,,2860.0,69018.0,0.22303123079971696,,,53.0,150.0,,,0.027,,True,True,True,True,True,True,True,True,0.2,297.05,1.0,,abj,2.5,1.1152758558757598,True,True,False,False,Cymatoceps
Cynoglossus_abbreviatus,115.314236748684,0.98028,0.023433,47.1001,5237.5042,4.679e-09,0.004595,0.04625,,2846.0,0.002,0.95,0.8,0.1,Cynoglossidae,Pleuronectiformes,Actinopterygii,Chordata,MB,MPSW MI,0jMp jiMcd,Mp,Mo,bjPz jiCi,D,O,1.46805904837781,,,,,1108.63769515428,,,,,,9.2e-05,,,32.6,291.0,0.26314250350062524,,,19.0,37.9,,,0.07,,True,True,False,True,False,True,True,True,0.2,300.65,1.0,,abj,2.3,2.152521511198055,True,True,False,False,Cynoglossus
Cynoglossus_arel,87.6539128719282,0.98843,0.023433,33.541,5210.8117,5.562e-09,0.00302,0.03307,,2293.0,0.002,0.95,0.8,0.1,Cynoglossidae,Pleuronectiformes,Actinopterygii,Chordata,MB,MPSW MI,0jMp jiMcd,Mp,Mo,bjPz jiCi,D,O,1.44231856020754,,,,,1089.19918857052,,,,,,9.2e-05,,,47.0,329.0,0.2633585462132677,,,21.2,40.0,,,,,True,True,False,True,False,True,True,True,0.2,300.85,1.0,,abj,2.3,2.214964497497114,True,True,False,False,Cynoglossus
Cynoglossus_canariensis,111.959176407421,0.959720221546896,0.023433,29.9886793741638,5221.16047129135,5.29601363030268e-08,0.0023999982782813,0.0282388473539383,,35294.7772117177,0.002,0.95,0.8,0.1,Cynoglossidae,Pleuronectiformes,Actinopterygii,Chordata,MA,MAE,0jMp jiMcd,Mp,,bjPz jiCi,D,O,4.17307469660898,,,,,3692.53882245401,,,,,,2.245e-05,,,191.0,1100.0,0.16523796041415248,,,34.0,60.0,953.273660548993,,,,True,True,False,True,False,True,True,True,0.2,290.65,1.0,,abj,2.5,2.2719765650616988,True,True,False,False,Cynoglossus
Cynoglossus_joyneri,176.574889041992,0.951610566297593,0.028610848740703,45.7083418990951,5218.51391537272,7.33787273280267e-09,0.0105432278785254,0.0302057320349275,,11011.2613165482,0.002,0.95,0.8,0.1,Cynoglossidae,Pleuronectiformes,Actinopterygii,Chordata,MB,MPSW MI,0jMp jiMcd,Mp,Mo,bjPz jiCi,D,O,1.03972432174673,,,,,1138.49813231267,,,,,,9.2e-05,,,49.5,334.0,0.25846894221960415,,,21.2,39.4,2336.14612489286,,,,True,True,True,True,False,True,True,True,0.2,300.35,1.0,,abj,2.3,1.4182188669113356,True,True,False,False,Cynoglossus
Cynoglossus_lida,79.9392488264807,0.99061,0.023433,49.9046,5230.6137,2.604e-09,0.000948,0.008703,,1382.0,0.002,0.95,0.8,0.1,Cynoglossidae,Pleuronectiformes,Actinopterygii,Chordata,MB,MPSW MI,0jMp jiMcd,Mp,Mo,bjPz jiCi,D,O,0.910823516407518,,,,,997.351750466232,,,,,,3.35e-05,,,22.0,65.0,0.17692721502797573,,,16.0,21.3,,,,,True,True,False,True,False,True,True,True,0.2,301.85,1.0,,abj,2.3,2.086831601699447,True,True,False,False,Cynoglossus
Cynoglossus_macrolepidotus,137.852257189393,0.98235,0.025433,51.9305,5221.9088,3.971e-09,0.001857,0.01659,,2820.0,0.002,0.95,0.8,0.1,Cynoglossidae,Pleuronectiformes,Actinopterygii,Chordata,MB,MPW,0jMp jiMcd,Mp,Mo,bjPz jiCi,D,O,0.701368959377102,,,,,1023.99868069057,,,,,,4.5e-05,,,36.6,340.0,0.20186822045848063,,,19.1,39.1,,,,,True,True,False,True,False,True,True,True,0.2,301.55,1.0,,abj,2.3,2.070333861210258,True,True,False,False,Cynoglossus
Cynoglossus_macrostomus,90.7836448745264,0.95279,0.025433,41.847,5217.2443,5.566e-09,0.01796,0.0966,,658.1,0.002,0.95,0.8,0.1,Cynoglossidae,Pleuronectiformes,Actinopterygii,Chordata,MB,MPW,0jMp jiMcd,Mp,Mo,bjPz jiCi,D,O,1.4027379187542,,,,,853.332233908807,,,,,,0.000128,,,3.4,80.0,0.3462517559498494,,,10.2,30.0,,,,,True,True,False,True,False,True,True,True,0.2,301.55,1.0,,abj,2.3,1.7460420550192632,True,True,False,False,Cynoglossus
Cynoglossus_puncticeps,64.0540023713974,0.970008429004669,0.021433,18.2271104466113,5228.86947785172,7.961187847311771e-09,0.0090573000614566,0.0441594942617788,,6251.71674822501,0.002,0.95,0.8,0.1,Cynoglossidae,Pleuronectiformes,Actinopterygii,Chordata,MB,MPSW MI,0jMp jiMcd,Mp,Mo,bjPz jiCi,D,O,1.44231856020754,,,,,1089.19918857052,,,,,,9.2e-05,,,47.0,319.0,0.23437039988172015,,,19.0,35.0,591.11420822487,,,,True,True,False,True,False,True,True,True,0.2,300.85,1.0,,abj,2.3,1.6938631910842266,True,True,False,False,Cynoglossus
Cynoglossus_robustus,198.871681312244,0.99006,0.023433,98.972,5242.548,2.039e-08,0.0003998,0.006845,,998.6,0.002,0.95,0.8,0.1,Cynoglossidae,Pleuronectiformes,Actinopterygii,Chordata,MB,MPW,0jMp jiMcd,Mp,Mo,bjPz jiCi,D,O,2.09710078208526,,,,,1837.06028510669,,,,,,2.245e-05,,,26.9,375.7,0.15817573148646352,,,17.0,40.0,,,,,True,True,False,True,False,True,True,True,0.2,295.05,1.0,,abj,2.6,2.5700453759987036,True,True,False,False,Cynoglossus
Cynoglossus_semifasciatus,30.8638484920839,0.978253311078674,0.025433,24.1082276162087,5223.72308875143,3.34843721125956e-09,0.0133573065869045,0.278644252555142,,756.406163311769,0.002,0.95,0.8,0.1,Cynoglossidae,Pleuronectiformes,Actinopterygii,Chordata,MB,MI,0jMp jiMcd,Mp,Mo,bjPz jiCi,D,O,1.37828801106412,,,,,838.458540064009,,,,,,0.000144,,,5.2,51.0,0.21189450874933635,,,7.0,15.0,11.5762221402623,,,,True,True,False,True,False,True,True,True,0.2,301.75,1.0,,abj,2.3,2.736652457791746,True,True,False,False,Cynoglossus
Cynoglossus_senegalensis,270.788740840172,0.704713602678177,0.013953947324137,26.9709533360197,5215.65023133606,5.96951908240633e-10,0.324424488215438,0.324424490557529,,119959.159093199,0.002,0.95,0.8,0.1,Cynoglossidae,Pleuronectiformes,Actinopterygii,Chordata,MA,MAE,0jMp jiMcd,Mp,Mo,bjPz jiCi,D,O,4.75378148273989,,,,,5422.28200375019,,,,,,0.000817,,,163.0,1770.0,0.5219646846637069,,,31.0,66.5,225.919640319843,,,,True,True,True,True,False,True,True,True,0.2,298.85,1.0,,abj,2.3,1.0000000023925963,True,True,False,False,Cynoglossus
Cynoglossus_zanzibarensis,494.286489300358,0.369280533089077,0.0291879014468578,37.5041695373976,5219.13592005869,1.17738642178011e-08,1.45090041131142,3.27706393478762,,1260470.4049894,0.002,0.95,0.8,0.1,Cynoglossidae,Pleuronectiformes,Actinopterygii,Chordata,MA,MIW,0jMp jiMcd,Mp,Mo,bjPz jiCi,D,O,37.2311886827984,,,,,21233.4122956584,,,,,,0.000817,,,315.0,1120.0,0.37795797499154615,,,27.5,42.0,529.825345231971,,,,True,True,True,True,False,True,True,True,0.2,284.35,1.0,,abj,2.3,1.31018470690273,True,True,False,False,Cynoglossus
Cynomys_ludovicianus,1844.29794420976,0.8238,0.024904,335.3343,7843.7175,1.342e-12,5004.0,,94790.0,3165000.0,0.002,0.97,0.8,0.1,Sciuridae,Rodentia,Mammalia,Chordata,Cfa Dfa Dfb,THn,0iTg 0iTs,Tv,TT,bxM xiH,Dg,O,7.00787738195166,,,21.72441988358286,177.53289367069465,937.887589588085,7.00787738172915,,,14.7165425016312,170.525016288743,15.75,,141.0,,1050.0,,,,,,0.0469139377559357,,,,True,True,True,True,False,True,False,True,0.3,309.65,1.0,2.2251e-10,stx,2.5,1.0,True,False,True,True,Cynomys
Cynopoecilus_melanotaenia,557.078547999655,0.81061,0.0273,1687.1159,5215.5914,8.158e-16,0.2595,0.2671,,62.36,0.002,0.95,0.8,0.1,Rivulidae,Cyprinodontiformes,Actinopterygii,Chordata,Aw,THn,0iFp,Fnm,,biCi,D,O,,,,,,328.5,,,,,,0.0008,,,0.042,0.106,0.469,,,1.855,2.5,,219.0,,,True,True,True,False,False,True,True,True,0.2,293.15,1.0,,abj,2.5,1.0077040928819094,True,True,False,False,Cynopoecilus
Cynops_pyrrhogaster,62.7679330409828,0.546627844878266,0.0353723502755251,23.8686020506627,7227.15421549767,1.5604622172018802e-09,19.9770608786523,323.168776599261,,2333.8593924579,0.002,0.95,0.8,0.1,Salamandridae,Caudata,Amphibia,Chordata,BWk BSk Dfb Dfc Dsc Dwa Dwc,THp,0jFc jiTf,Fc,TT,biCi,Dg,O,20.0,,643.927667994598,,1753.13241109611,17331.3241109611,,,623.927667994598,,1733.13241109611,0.0042,0.2991253644314869,,2.539473837900875,3.8,0.7237467134648836,3.0,,6.12,7.0,0.231561614132567,,,,True,True,True,True,False,True,True,True,0.28,285.15,1.0,,std,2.8,1.0,True,False,False,False,Cynops
Cynopterus_sphinx,397.140269070912,0.93834,0.12602,100.1512,7827.6909,9.963e-27,3782.0,,17800.0,69710.0,0.002,0.95,0.8,0.1,Pteropodidae,Chiroptera,Mammalia,Chordata,Aw Am,TPi,0iTh 0iTf 0iTi,Tv,,bxM xiHs xiHn,Dg,O,141.3570944377629,,,152.9623924909799,182.8045874849665,1008.55566414862,33.1579944377629,,,11.605298053217,41.4474930472036,9.5,,25.0,,75.0,,,,,,0.0237964059428091,,,,True,True,True,True,False,True,False,True,0.3,307.65,1.0,108.1991,stx,2.1,1.0,True,False,True,True,Cynopterus
Cynoscion_albus,67.1045865525999,0.82291,0.012603,9.6596,5233.1025,2.114e-09,0.1001,6.084,,3566000.0,0.00053115,0.95,0.8,0.1,Sciaenidae,Sciaeniformes,Actinopterygii,Chordata,MA,MPE,0jMp 0jMd,Mp,,bjPz jiCi,D,O,,,,,,4428.26102663644,,,,,,0.0002,,,3900.0,23900.0,0.2656897432940269,,,72.0,130.0,44712.8113742641,,,,True,True,False,True,True,True,True,True,0.2,297.45,1.0,,abj,2.6,3.9254388375481613,True,True,False,False,Cynoscion
Cynoscion_arenarius,53.0560984694424,0.84087,0.019603,23.8778,5223.2395,1.83e-08,0.1306,35.04,,20630.0,0.001471,0.95,0.8,0.1,Sciaenidae,Sciaeniformes,Actinopterygii,Chordata,MA,MAW,0jMp 0jMd,Mp,Mo,bjPz jiCi,D,O,,,,,,1175.78879948468,,,,,,0.0002,,,28.3,2770.0,0.26650693540605175,,,14.0,63.5,1381.62568031945,,,,True,True,False,True,True,True,True,True,0.2,297.95,1.0,,abj,2.6,6.416809084288432,True,True,False,False,Cynoscion
Cynoscion_guatucupa,52.3557604570623,0.96442,0.022603,22.1947,5224.3751,1.575e-09,0.02561,2.757,,85990.0,0.0012506,0.95,0.8,0.1,Sciaenidae,Sciaeniformes,Actinopterygii,Chordata,MB,MASW,0jMp 0jMd,Mp,Mo,bjPz jiCi,D,O,,,,,,10922.2963357973,,,,,,0.0002,,,398.0,1881.0,0.27372918911143684,,,34.6,57.5,,,0.03,,True,True,False,True,True,True,True,True,0.2,290.35,1.0,,abj,2.6,4.736426448041911,True,True,False,False,Cynoscion
Cynoscion_jamaicensis,163.312000153613,0.91138,0.023108,20.1107,5228.2137,2.481e-09,0.04027,0.07243,,60170.0,0.002,0.95,0.8,0.1,Sciaenidae,Sciaeniformes,Actinopterygii,Chordata,MB,MPE,0jMp 0jMd,Mp,,bjPz jiCi,D,O,,,,,,5264.09067001887,,,,,,0.0002,,,154.51009884599455,1800.0,0.2735466685016385,,,25.1,56.9,1895.71202806889,,,,True,True,True,True,False,True,True,True,0.2,295.55,1.0,,abj,2.5,1.2156492905467986,True,True,False,False,Cynoscion
Cynoscion_leiarchus,68.4351245515996,0.973668684705388,0.02533,14.6884489457902,5233.58083403736,3.68599090816662e-10,0.0178118068968042,0.985024968397324,,5273.89933476864,0.002,0.95,0.8,0.1,Sciaenidae,Sciaeniformes,Actinopterygii,Chordata,MB MC,MAW,0jMp 0jMd,Mp,Mo,bjPz jiCi,D,O,0.875965511301895,,,,,3385.34906426674,,,,,,0.0002,,,50.10494283061856,8200.0,0.263324476592205,,,16.6,90.8,7177.98948902877,,,,True,True,False,True,False,True,True,True,0.2,300.45,1.0,,abj,2.5,3.8065981849439168,True,True,False,False,Cynoscion
Cynoscion_nebulosus,159.889118608079,0.80062,0.030176,25.7473,5223.3206,7.441e-10,0.1191,3.533,,185400.0,0.002,0.95,0.8,0.1,Sciaenidae,Sciaeniformes,Actinopterygii,Chordata,MB MC,MAW,0jMp 0jMd,Mp,,bjPz jiCi,D,O,,,,,,4428.26102663644,,,,,,0.0002,,,334.425,7800.0,0.2948798731084674,,,35.0,100.0,44712.8113742641,,,,True,True,True,True,False,True,True,True,0.2,297.45,1.0,,abj,2.6,3.0908983352761967,True,True,False,False,Cynoscion
Cynoscion_nothus,42.2941659762525,0.97526,0.024169,11.2493,5229.9168,7.499e-10,0.009381,0.1393,,9176.0,0.00067878,0.95,0.8,0.1,Sciaenidae,Sciaeniformes,Actinopterygii,Chordata,MB,MAW,0jMp 0jMd,Mp,Mo,bjPz jiCi,D,O,,,,,,2949.16105076314,,,,,,0.0001,,,50.0,595.0,0.19886788041081427,,,15.8,36.0,,,0.03,,True,True,True,True,True,True,True,True,0.2,299.95,1.0,,abj,2.6,2.4530154075981048,True,True,False,False,Cynoscion
Cynoscion_othonopterus,431.84947421553,0.35661,0.021237,20.265,5230.6518,1.654e-09,0.3189,0.5272,,720700.0,0.002,0.95,0.8,0.1,Sciaenidae,Sciaeniformes,Actinopterygii,Chordata,MB,MPE,0jMp 0jMd,Mp,,bjPz jiCi,D,O,,,,,,4428.26102663644,,,,,,0.0002,,,269.447667638484,3600.0,0.26709998992911077,,,29.5,70.0,48777.6124082881,,,,True,True,True,True,False,True,True,True,0.2,297.45,1.0,,abj,2.6,1.1821093795864186,True,True,False,False,Cynoscion
Cynoscion_regalis,47.9946521008525,0.934693259307449,0.02533,22.5218053770428,5224.41007163746,9.584134911765261e-09,0.0520742574161601,44.9379835250612,,36149.1327211441,0.002,0.95,0.8,0.1,Sciaenidae,Sciaeniformes,Actinopterygii,Chordata,MB MC,MAW,0jMp 0jMd,Mp,Mo,bjPz jiCi,D,O,1.62281409439896,,,,,13189.7070919139,,,,,,0.0002,,,57.28075313007334,9400.0,0.27155645027990283,,,17.9,98.0,2319.99086763342,,,,True,True,False,True,False,True,True,True,0.2,285.85,1.0,,abj,2.6,9.483677187696617,True,True,False,False,Cynoscion
Cynoscion_squamipinnis,139.37120921808,0.97721,0.02188,20.4669,5225.8509,1.152e-08,0.005144,0.01861,,28770.0,2.3469e-08,0.95,0.8,0.1,Sciaenidae,Sciaeniformes,Actinopterygii,Chordata,MB,MPE,0jMp 0jMd,Mp,Mo,bjPz jiCi,D,O,,,,,,1352.03225282989,,,,,,0.0001,,,251.0,2554.0,0.21900886886817522,,,30.0,64.0,,,0.03,,True,True,True,True,True,True,True,True,0.2,300.15,1.0,,abj,2.6,1.5333087681050046,True,True,False,False,Cynoscion
Cynoscion_stolzmanni,476.838735064,0.97265,0.022168,39.3669,5208.9998,1.746e-09,0.0025,0.004697,,105200.0,0.0020948,0.95,0.8,0.1,Sciaenidae,Sciaeniformes,Actinopterygii,Chordata,MB,MPE,0jMp 0jMd,Mp,Mo,bjPz jiCi,D,O,,,,,,2897.21197034976,,,,,,0.0001,,,1832.0,17639.0,0.2068147976094918,,,55.0,115.0,,,0.03,,True,True,True,True,True,True,True,True,0.2,300.15,1.0,,abj,2.6,1.2334550143704603,True,True,False,False,Cynoscion
Cynoscion_striatus,170.685298525074,0.9492,0.02177,28.9964,5217.9049,2.121e-08,0.01007,0.04174,,33700.0,0.002,0.95,0.8,0.1,Sciaenidae,Sciaeniformes,Actinopterygii,Chordata,MB,MASW,0jMp 0jMd,Mp,Mo,bjPz jiCi,D,O,,,,,,8062.96537804663,,,,,,0.0001,,,203.0,1954.0,0.22194351304751483,,,28.0,60.0,,,0.03,,True,True,True,True,False,True,True,True,0.2,289.05,1.0,,abj,2.6,1.6048290639875142,True,True,False,False,Cynoscion
