species,ab/m,ap/m,am,d_V,Wwb/i,Wwbjx/i,Wwp/i,Wwi,Ri,T_typical,acceleration,weaning,foetus,p_Am,kap,v,p_M,E_G,h_a,E_Hb/bjx,E_Hbjx/p,E_Hp
Eisenia_andrei,8.342945e-03,2.218378e-02,2.065010e+03,1.600000e-01,2.150538e-02,2.150538e-02,8.301075e-01,9.300000e-01,1.216442e+00,2.956500e+02,,False,,1.401428e+03,5.540000e-01,7.365000e-02,1.467214e+03,4.180384e+03,8.618000e-10,1.000000e+00,5.632653e-03,3.430000e+03
Eisenia_fetida,1.369863e-02,4.657534e-02,1.825000e+03,1.600000e-01,6.250000e-03,6.250000e-03,2.500000e-01,2.400000e+00,8.871429e-01,2.931500e+02,,False,,2.825885e+03,5.756000e-01,1.477000e-02,4.740832e+03,4.181769e+03,1.629000e-08,1.000000e+00,4.956398e-03,1.055000e+03
Elseya_dentata,1.691526e-02,6.361813e-01,4.210615e+03,3.000000e-01,2.805281e-03,2.805281e-03,5.850585e-01,6.666000e+03,2.070957e-02,3.001500e+02,,False,,2.490832e+02,8.833100e-01,1.230500e-02,1.954740e+01,7.850949e+03,1.285000e-09,1.000000e+00,1.521656e-03,4.202000e+06
Emydura_macquarii,1.022481e-02,4.886937e-01,6.340577e+03,3.000000e-01,2.000000e-03,2.000000e-03,6.672500e-01,4.000000e+03,1.186643e-01,2.951500e+02,,False,,2.940998e+02,7.362000e-01,6.046400e-02,1.640250e+01,7.857860e+03,1.211000e-09,1.000000e+00,1.169521e-03,1.168000e+07
Engraulis_encrasicolus,1.627133e-03,1.261493e-01,4.134504e+03,2.000000e-01,2.753814e-07,2.165661e-02,1.080746e-01,4.386146e+01,5.038684e+02,2.881500e+02,,False,,1.113720e+01,9.901000e-01,1.944000e-02,5.467000e+01,5.077000e+03,8.464000e-08,1.814271e-04,2.762705e-03,2.440000e+02
Enteromius_liberiensis,3.082192e-03,1.280822e-01,2.022289e+03,2.000000e-01,4.201681e-05,4.201681e-05,1.647059e-01,2.380000e+01,1.977957e+00,2.971500e+02,,False,,5.079807e+01,9.886700e-01,2.765400e-02,2.964030e+01,5.220574e+03,3.494000e-09,2.852340e-01,5.863935e-04,2.587000e+02
Erpetoichthys_calabaricus,2.602740e-03,3.000000e-01,4.222924e+03,2.000000e-01,1.974217e-05,1.974217e-05,6.076159e-01,6.040000e+01,5.683265e+00,2.991500e+02,,False,,5.482991e+01,9.262000e-01,9.734000e-03,1.703000e+01,5.235000e+03,6.520000e-10,1.000000e+00,2.365631e-05,1.094000e+04
Esox_lucius,2.227327e-03,1.500000e-01,1.296293e+04,2.000000e-01,1.951220e-07,1.951220e-07,3.691057e-02,2.460000e+04,1.542861e+02,2.851500e+02,,False,,8.050561e+02,9.281600e-01,2.321700e-02,5.176990e+01,5.230260e+03,3.822000e-08,1.000000e+00,2.568877e-06,9.183000e+04
Esox_masquinongy,9.132420e-04,1.009132e-01,1.806589e+04,2.000000e-01,3.324675e-07,3.324675e-07,7.272727e-02,3.850000e+04,7.472646e+02,2.861500e+02,,False,,9.556982e+02,6.785800e-01,8.637400e-02,2.875540e+01,5.222300e+03,3.813000e-09,1.000000e+00,3.016228e-06,3.081000e+06
Esox_niger,1.826484e-03,1.129376e-01,6.281678e+03,2.000000e-01,1.344262e-06,1.344262e-06,5.131148e-03,6.100000e+03,4.298215e+01,2.841500e+02,,False,,3.350750e+02,9.212200e-01,2.538400e-01,1.844460e+01,5.229805e+03,5.552000e-08,1.000000e+00,2.399831e-04,1.183000e+04
Eulamprus_quoyii,7.129651e-03,3.770682e-02,5.556072e+03,3.000000e-01,2.320574e-02,2.320574e-02,2.631579e-01,4.180000e+01,1.079900e-02,2.991500e+02,,False,,1.686566e+02,8.520800e-01,2.833500e-02,5.030240e+01,7.827881e+03,1.118000e-08,1.000000e+00,5.883866e-02,1.438000e+04
Eunectes_murinus,1.780822e-02,1.000000e-01,4.857246e+03,3.000000e-01,1.332000e-03,1.332000e-03,6.000000e-02,2.500000e+05,6.176340e-01,3.021500e+02,,False,,1.342126e+03,3.439000e-01,2.530800e-02,1.497400e+01,7.847850e+03,3.439000e-10,1.000000e+00,1.254893e-02,4.598000e+07
Eutrigla_gurnardus,6.650419e-04,2.777778e-01,1.165065e+04,2.000000e-01,1.076923e-06,1.076923e-06,2.846154e-02,1.300000e+03,2.317466e+02,2.791500e+02,,False,,8.482896e+01,4.708200e-01,1.897900e-01,3.013140e+01,5.219397e+03,3.735000e-08,1.805267e-03,1.656460e-02,2.384000e+05
Fenneropenaeus_chinensis,5.060373e-03,9.898172e-02,9.921714e+02,1.700000e-01,1.252723e-07,9.926471e-05,2.941176e-02,9.180000e+01,1.988395e+03,2.911500e+02,,False,,3.242806e+03,9.382700e-01,1.914800e-02,3.156154e+03,4.435152e+03,1.821000e-06,4.155912e-01,1.134086e-06,2.036000e+02
Forbesichthys_agassizii,8.356164e-03,7.520548e-02,7.115737e+03,2.000000e-01,7.567568e-04,7.567568e-04,1.405405e-01,3.700000e+00,2.136110e-01,2.861500e+02,,False,,2.123106e+02,9.488200e-01,2.431100e-02,1.855435e+02,5.226597e+03,2.902000e-08,1.000000e+00,2.491242e-03,1.256000e+02
Fratercula_arctica,6.083789e-03,9.105546e-03,1.965874e+03,2.800000e-01,1.009174e-01,1.009174e-01,6.509174e-01,4.360000e+02,2.075413e-02,3.138500e+02,,False,,1.779764e+03,9.949200e-01,8.739100e-02,3.739253e+02,7.336196e+03,3.908000e-20,1.000000e+00,3.898414e-02,2.333000e+04
Galeocerdo_cuvier,5.050429e-02,3.069145e-01,5.764292e+03,2.000000e-01,8.120629e-04,8.120629e-04,1.389860e-01,1.144000e+06,2.368027e-02,2.991500e+02,,False,,9.539094e+02,9.769000e-01,2.173000e-02,1.974230e+01,5.221196e+03,1.815000e-09,1.000000e+00,4.824364e-03,3.103000e+06
Galeopterus_variegatus,3.286506e-02,1.757222e-01,1.431224e+03,3.000000e-01,2.000000e-02,2.000000e-02,7.428571e-01,1.750000e+03,6.866096e-02,3.101500e+02,,True,,2.746939e+02,7.167700e-01,2.561000e-02,2.283260e+01,7.859151e+03,6.275600e-13,1.385515e-01,1.564420e-01,2.179788e+06
Galeorhinus_galeus,1.823163e-02,3.273225e-01,4.191383e+04,2.000000e-01,4.011461e-03,4.011461e-03,4.699140e-01,3.490000e+04,2.624432e-02,2.854500e+02,,False,,6.412877e+02,5.879000e-01,4.693900e-02,1.796070e+01,5.236619e+03,2.147000e-09,1.000000e+00,4.432456e-03,2.317000e+07
Gammarus_fossarum,6.215027e-02,1.223161e-01,1.567182e+03,1.700000e-01,1.907090e-03,1.907090e-03,2.200489e-01,4.090000e-02,3.060522e-01,2.861500e+02,,False,,3.054007e+01,8.811800e-01,9.576700e-03,4.648856e+02,4.451204e+03,1.609000e-06,3.903415e-03,9.990253e-01,1.026000e+01
Gammarus_pseudolimnaeus,4.028747e-02,2.085676e-01,1.101921e+03,1.700000e-01,1.739130e-03,1.739130e-03,1.330435e-01,6.764706e-02,1.544004e-01,2.851500e+02,,False,,2.001373e+01,9.133400e-01,1.509600e-02,1.239950e+02,4.435986e+03,5.889200e-06,4.692928e-02,2.085436e-01,4.502800e+00
Gammarus_pulex,1.035249e-01,6.581226e-01,1.082696e+03,1.700000e-01,2.647059e-03,2.647059e-03,9.803922e-02,5.100000e-02,3.183411e-01,2.861500e+02,,False,,4.028563e+01,8.942400e-01,1.776000e-02,3.233844e+02,4.452863e+03,3.032000e-06,2.973224e-02,5.162200e-01,3.545000e+00
Gammarus_roeselii,4.210610e-03,2.748732e-01,2.502689e+03,1.700000e-01,2.081218e-03,2.081218e-03,1.692047e-01,5.910000e-02,5.949982e+00,2.861500e+02,,False,,4.613270e+01,8.279100e-01,1.384600e-02,3.985945e+02,4.371374e+03,1.373000e-05,1.583255e-02,4.182609e-01,1.265000e+01
Gasterosteus_aculeatus,3.304615e-03,4.178082e-02,2.920000e+03,2.000000e-01,4.736583e-04,4.736583e-04,1.152044e-01,7.213263e+00,4.383562e-01,2.931500e+02,,False,,1.947187e+02,9.844000e-01,7.262000e-02,1.161000e+02,5.224000e+03,3.887000e-09,1.000000e+00,2.346745e-03,7.879000e+01
Globicephala_macrorhynchus,3.174603e-02,1.746032e-01,5.152407e+03,3.000000e-01,6.239460e-02,6.239460e-02,6.593592e-01,5.930000e+05,2.445459e-03,3.101500e+02,,True,,7.449805e+02,9.237000e-01,1.329300e-02,1.716300e+01,7.845274e+03,7.087000e-13,2.517750e-01,2.263008e-01,8.091000e+07
Globicephala_melas,2.054795e-02,1.555479e-01,4.907055e+03,3.000000e-01,6.818182e-02,6.818182e-02,5.520909e-01,1.100000e+06,2.445459e-03,3.101500e+02,,True,,8.058366e+02,9.104800e-01,1.440000e-02,1.490720e+01,7.856346e+03,1.308000e-12,2.779470e-01,2.863758e-01,1.490000e+08
Gobio_gobio,5.136986e-03,3.176370e-01,4.259283e+03,2.000000e-01,5.383023e-06,5.383023e-06,5.362319e-02,9.660000e+01,1.282845e+01,2.891500e+02,,False,,1.622008e+02,9.683500e-01,1.089800e-02,5.189730e+01,5.201724e+03,1.514000e-07,9.994344e-01,3.973034e-05,4.450000e+02
Gopherus_agassizii,3.021441e-03,2.429656e-01,1.587497e+04,3.000000e-01,1.112010e-02,1.112010e-02,4.969672e-01,2.473000e+03,3.164731e-02,2.971500e+02,,False,,9.198365e+01,5.274500e-01,4.085200e-02,3.823500e+00,7.861172e+03,3.649000e-11,1.000000e+00,1.163621e-02,1.204000e+07
Gopherus_polyphemus,2.020656e-03,8.686914e-02,4.170971e+04,3.000000e-01,7.072727e-03,7.072727e-03,5.054545e-01,5.500000e+03,2.808699e-02,2.971500e+02,,False,,1.783910e+02,7.435200e-01,2.074300e-02,9.947300e+00,7.863083e+03,4.164000e-12,1.000000e+00,5.343300e-03,9.030000e+06
Hemidactylus_turcicus,2.640698e-02,1.729500e-01,1.377678e+03,3.000000e-01,6.690909e-02,6.690909e-02,4.545455e-01,5.500000e+00,1.302935e-02,2.981500e+02,,False,,9.856150e+01,8.528400e-01,3.852200e-02,5.025240e+01,7.758203e+03,4.963000e-08,1.000000e+00,1.302952e-01,3.083000e+03
Heteronotia_binoei,5.076833e-03,9.103901e-03,5.475000e+03,3.000000e-01,3.926334e-02,3.926334e-02,4.483208e-01,4.323691e+00,4.804153e-02,2.991500e+02,,False,,4.636495e+01,8.973300e-01,7.429100e-03,3.299600e+01,7.913671e+03,4.414000e-09,1.000000e+00,8.978686e-02,1.126000e+03
Heteronotia_binoei_3N1A,5.644482e-03,1.015589e-02,5.475000e+03,3.000000e-01,4.742320e-02,4.742320e-02,3.380974e-01,3.831962e+00,3.322151e-02,2.991500e+02,,False,,5.018636e+01,9.137500e-01,8.164400e-03,3.795860e+01,7.904216e+03,3.848000e-09,1.000000e+00,1.252039e-01,7.479000e+02
Heteronotia_binoei_3N1B,5.754354e-03,1.023887e-02,5.475000e+03,3.000000e-01,4.611185e-02,4.611185e-02,4.152222e-01,4.323691e+00,2.906587e-02,2.991500e+02,,False,,4.983759e+01,9.228800e-01,8.383900e-03,3.606250e+01,7.907380e+03,3.957000e-09,1.000000e+00,1.068362e-01,8.455000e+02
Heteronotia_binoei_EA6,5.383868e-03,1.017952e-02,5.475000e+03,3.000000e-01,5.046082e-02,5.046082e-02,5.664948e-01,3.169125e+00,2.514441e-02,2.991500e+02,,False,,5.326876e+01,9.352500e-01,8.300000e-03,4.243940e+01,7.873270e+03,3.678000e-09,1.000000e+00,8.279961e-02,7.151000e+02
Heteronotia_binoei_SM6,5.177216e-03,8.989088e-03,5.475000e+03,3.000000e-01,3.449265e-02,3.449265e-02,5.104141e-01,5.435400e+00,5.190283e-02,2.991500e+02,,False,,5.181988e+01,9.044800e-01,6.920100e-03,3.559390e+01,7.920539e+03,4.950000e-09,1.000000e+00,6.695745e-02,1.410000e+03
Hippocampus_kuda,1.315068e-02,6.684932e-02,8.996814e+02,2.000000e-01,2.695652e-05,2.695652e-05,1.017391e-01,1.150000e+02,5.557523e+00,3.009500e+02,,False,,4.154754e+01,9.940400e-01,2.268200e-02,4.536060e+01,5.217958e+03,3.368000e-09,6.302183e-03,3.040361e-02,3.766000e+02
Holothuria_scabra,6.849315e-05,2.506849e-02,9.238408e+03,9.000000e-02,2.100000e-09,1.569218e-05,9.000000e-02,2.000000e+03,7.360575e+04,2.981500e+02,,False,,1.099942e+01,9.830400e-01,4.699300e-02,1.153840e+01,2.358195e+03,6.711000e-12,4.922148e-04,3.447634e-05,9.128000e+03
Homarus_gammarus,2.043556e-02,1.204356e-01,7.019414e+04,1.700000e-01,1.666667e-06,2.566667e-05,5.516667e-02,6.000000e+03,9.359755e+00,2.811500e+02,,False,,1.716380e+02,8.957600e-01,2.075100e-02,2.428930e+01,4.400000e+03,4.083000e-09,1.352335e-01,1.748109e-04,8.329000e+04
Homo_sapiens,1.368910e-02,1.646963e-01,6.951661e+03,3.000000e-01,4.872059e-02,1.727941e-01,7.058824e-01,6.800000e+04,4.462962e-03,3.101500e+02,,True,,1.189921e+02,7.865600e-01,3.146100e-02,2.582600e+00,7.879555e+03,2.281000e-15,3.573551e-01,1.542517e-01,8.726000e+07
Huso_huso,8.338297e-04,3.486599e-01,2.695902e+04,2.000000e-01,2.031250e-08,2.031250e-08,1.562500e-02,3.200000e+06,3.412555e+03,2.881500e+02,,False,,1.899262e+03,4.308100e-01,1.551200e-02,1.667810e+01,5.226676e+03,1.154000e-08,1.000000e+00,5.696248e-07,2.772000e+07
Hyalella_azteca,6.259500e-03,1.761002e-02,1.607027e+03,1.700000e-01,2.286485e-03,2.286485e-03,2.080130e-02,1.749410e-02,1.442527e+00,2.981500e+02,,False,,6.417619e+01,8.753800e-01,1.708200e-02,2.852572e+02,4.435942e+03,5.434000e-05,9.989299e-01,6.757050e-02,2.766000e-01
Hydrochoerus_hydrochaeris,1.299674e-01,2.302413e-01,1.216607e+03,3.000000e-01,1.648352e-02,1.648352e-02,4.395604e-01,9.100000e+04,9.863500e-02,3.102500e+02,,True,,1.245327e+03,9.381900e-01,5.927500e-01,2.690440e+01,7.796017e+03,2.578100e-22,5.320875e-01,2.880286e-02,3.792593e+07
Hydromys_chrysogaster,5.339859e-02,9.993640e-02,6.172465e+02,3.000000e-01,3.694118e-02,1.764706e-01,5.094118e-01,8.500000e+02,1.011657e-01,3.097500e+02,,True,,9.289840e+02,9.610400e-01,2.075300e-01,1.106089e+02,7.836110e+03,4.272000e-20,1.332625e-01,1.647677e-01,3.142000e+05
Hyla_arborea,4.806454e-04,1.567367e-02,1.420231e+04,2.800000e-01,3.750000e-04,1.250000e-01,3.541667e-01,4.800000e+00,3.412587e+00,2.901500e+02,,False,,8.277984e+02,7.188400e-01,1.803000e-02,7.015085e+02,7.318490e+03,2.147000e-09,1.371490e-03,2.159525e-01,3.034000e+03
Hyperolius_viridiflavus,1.245330e-03,1.643836e-02,5.081125e+03,2.800000e-01,5.142857e-04,3.714286e-02,2.228571e-01,3.500000e+00,4.286453e+00,2.981500e+02,,False,,2.016008e+02,8.920700e-01,2.049300e-02,1.632701e+02,7.314550e+03,1.109000e-10,8.939259e-03,9.599071e-02,8.181000e+02
Hypsibius_convergens,8.333333e-03,2.166667e-02,9.000000e+02,7.000000e-02,5.374494e-02,5.374494e-02,3.542510e-01,9.880000e-07,1.000000e-01,2.931500e+02,,False,,2.910124e+00,9.409000e-01,1.776000e-03,4.167000e+02,1.822000e+03,2.152000e-08,3.990453e-01,2.601946e-01,4.831000e-05
Ichthyophis_kohtaoensis,2.054795e-02,2.205479e-01,2.768433e+03,2.800000e-01,5.337079e-03,5.337079e-02,1.235955e-01,3.560000e+02,1.697711e-01,2.961500e+02,,False,,1.690229e+02,7.136300e-01,2.606800e-02,2.098940e+01,7.318445e+03,8.446000e-09,8.487995e-02,3.796034e-01,8.119000e+04
Ictalurus_furcatus_JR,4.049789e-04,2.804050e-01,1.175997e+04,2.000000e-01,2.405378e-06,2.405378e-06,1.547133e-02,2.572500e+04,2.545074e+02,2.931500e+02,,False,,2.631498e+02,6.716100e-01,3.487100e-02,1.476290e+01,6.967620e+03,4.151000e-09,1.331862e-01,1.698705e-04,1.467000e+06
Isurus_oxyrinchus,4.308647e-02,6.055865e-01,6.756679e+03,2.000000e-01,3.954132e-03,3.954132e-03,3.954132e-01,5.058000e+05,1.821559e-02,2.991500e+02,,False,,8.127857e+02,8.727800e-01,2.165200e-02,1.885930e+01,5.227650e+03,9.015000e-10,1.000000e+00,5.965194e-03,3.735000e+07
Labeo_catla,5.479452e-04,2.005479e-01,1.767876e+03,2.000000e-01,1.356477e-08,1.356477e-08,5.181347e-02,3.860000e+04,2.036342e+04,3.011500e+02,,False,,8.762749e+01,9.283000e-01,3.937300e-03,2.316520e+01,5.262732e+03,9.326000e-09,6.291180e-03,2.571038e-05,2.196000e+05
Lagorchestes_conspicillatus,3.526592e-02,1.482796e-01,6.557137e+02,3.000000e-01,1.288636e-04,2.159091e-01,4.318182e-01,4.400000e+03,3.201620e-02,3.091500e+02,,True,,7.112773e+02,7.674100e-01,3.297100e-02,5.267620e+01,7.832637e+03,4.655900e-11,3.425336e-04,3.976467e-01,2.738171e+06
Lagorchestes_hirsutus,3.535513e-02,1.038483e-01,9.384047e+02,3.000000e-01,4.580153e-04,3.816794e-01,9.923664e-01,1.310000e+03,4.107396e-02,3.096500e+02,,True,,6.016192e+02,7.565600e-01,1.607700e-01,4.654950e+01,7.830911e+03,2.361000e-17,6.941015e-04,3.043841e-01,4.790000e+06
Lagostrophus_fasciatus,4.330868e-02,1.925624e-01,4.763115e+02,3.000000e-01,1.428571e-04,4.285714e-01,4.761905e-01,2.100000e+03,1.406643e-02,3.096500e+02,,True,,4.136164e+02,8.996800e-01,4.265400e-02,3.830390e+01,7.829092e+03,5.074700e-11,2.045964e-04,7.736357e-01,7.189474e+05
Larimichthys_polyactis,4.871713e-04,3.026680e-02,1.388441e+04,2.000000e-01,1.186709e-06,1.186709e-06,5.359375e-03,1.011200e+03,3.478722e+02,2.911500e+02,,False,,6.177799e+02,5.598600e-01,3.463500e-02,5.667310e+01,5.217896e+03,5.773000e-09,9.998933e-01,1.508292e-04,6.211000e+03
Lepidochelys_kempii,1.269524e-03,2.279917e-01,1.761029e+04,3.000000e-01,3.111111e-04,3.111111e-04,9.977778e-01,4.500000e+04,6.030000e-01,2.931500e+02,,False,,7.283207e+02,6.929000e-01,4.241000e-02,2.017000e+01,7.841000e+03,1.421000e-09,1.000000e+00,3.629386e-04,3.648000e+07
Lepidochelys_olivacea,1.225024e-03,3.400000e-01,1.825000e+04,3.000000e-01,4.250000e-04,4.250000e-04,1.122500e+00,4.000000e+04,1.780822e-01,2.931500e+02,,False,,9.719230e+02,8.942900e-01,5.756400e-02,3.238500e+01,7.354518e+03,3.273000e-10,1.000000e+00,1.873532e-04,2.554000e+07
Lepomis_cyanellus,5.479452e-04,5.000000e-02,2.309602e+03,2.000000e-01,5.447917e-07,5.447917e-07,7.291667e-03,9.600000e+02,1.125735e+02,2.981500e+02,,False,,1.686717e+02,9.923700e-01,7.457900e-02,1.936360e+01,5.210845e+03,2.585000e-09,9.991708e-01,5.667293e-05,2.128000e+02
Lepomis_macrochirus,1.976234e-03,1.490626e-01,2.732673e+03,2.000000e-01,1.347979e-05,1.347979e-05,4.165197e-02,3.402000e+02,4.037591e+02,2.981500e+02,,False,,1.461372e+02,7.525200e-01,7.027300e-02,2.489330e+01,5.225398e+03,3.151000e-09,3.766499e-01,3.551957e-04,2.069000e+04
Leptomysis_lingvura,3.498778e-02,1.193701e-01,5.860656e+02,1.700000e-01,1.310627e-02,1.310627e-02,3.324251e-01,4.317647e-03,1.335052e-01,2.931500e+02,,False,,1.135186e+02,9.000000e-01,6.125100e-03,1.724333e+03,4.442307e+03,1.490000e-06,1.977338e-01,7.973025e-02,7.859000e-01
Leucoraja_naevus,2.685910e-02,6.697162e-01,5.110000e+03,2.000000e-01,2.104630e-03,2.104630e-03,3.490679e-01,3.326000e+03,2.465753e-01,2.931500e+02,,False,,3.279307e+02,3.982600e-01,3.006100e-02,1.324010e+01,5.239754e+03,1.050000e-08,1.000000e+00,4.241674e-03,3.633000e+06
Liopholis_inornata,2.402236e-02,8.928309e-02,2.431929e+03,3.000000e-01,8.642207e-02,8.642207e-02,3.564167e-01,2.140657e+01,2.467177e-02,2.981500e+02,,False,,8.727265e+01,4.572100e-01,1.966300e-02,1.555570e+01,7.715442e+03,3.353000e-09,1.000000e+00,1.861247e-01,6.544000e+04
Liopholis_striata,1.246446e-02,1.158156e-01,2.350935e+03,3.000000e-01,5.737878e-02,5.737878e-02,4.638875e-01,4.056377e+01,3.402902e-02,2.981500e+02,,False,,9.099490e+01,5.711000e-01,4.310200e-02,1.479830e+01,7.654282e+03,1.860000e-09,1.000000e+00,8.738739e-02,1.332000e+05
Lissotriton_boscai,8.561644e-03,3.835616e-01,6.278993e+03,2.800000e-01,1.527273e-03,2.111032e-02,1.400000e-01,2.750000e+00,2.165952e-01,2.931500e+02,,False,,7.249099e+01,5.909100e-01,6.171300e-02,3.263420e+01,7.298649e+03,3.639000e-08,4.616635e-02,1.570638e-01,2.350000e+03
Lissotriton_helveticus,3.424658e-03,2.117580e-01,9.418490e+03,2.800000e-01,3.461538e-04,3.461538e-04,1.846154e-01,5.200000e+00,3.822269e-01,2.931500e+02,,False,,9.292066e+01,8.674300e-01,7.613700e-02,4.965940e+01,7.304995e+03,1.075000e-08,1.421715e-01,7.792765e-03,1.631000e+03
Lissotriton_vulgaris,3.424658e-03,8.561644e-02,1.569748e+04,2.800000e-01,1.576923e-03,1.576923e-03,1.400000e-01,5.200000e+00,4.459314e-01,2.931500e+02,,False,,1.625909e+02,6.103600e-01,6.083900e-02,6.217980e+01,7.307366e+03,2.854000e-09,1.149570e-01,4.910670e-02,4.030000e+03
Lobatus_gigas,2.739726e-04,8.777397e-02,7.725899e+03,1.500000e-01,2.800000e-08,2.800000e-08,6.000000e-01,5.000000e+02,1.760313e+04,3.001500e+02,,False,,1.945736e+01,8.670000e-01,1.172600e-02,1.504730e+01,3.938833e+03,1.929000e-11,4.419011e-03,6.282848e-06,2.093000e+05
Lota_lota,1.278408e-02,2.127841e-01,1.423147e+04,2.000000e-01,1.529412e-08,1.529412e-08,9.411765e-03,3.400000e+04,1.826937e+03,2.861500e+02,,False,,6.088788e+02,9.401400e-01,1.980600e-02,8.253880e+01,5.217667e+03,2.857000e-08,7.902039e-02,1.025552e-05,3.444000e+04
Loxodonta_africana,2.299310e-02,1.605958e-01,6.994058e+03,3.000000e-01,2.187500e-02,1.250000e-01,7.786880e-01,4.800000e+06,2.287656e-03,3.093500e+02,,True,,1.283153e+03,9.660500e-01,2.159200e-02,1.603460e+01,7.841429e+03,2.418000e-12,1.254488e-01,1.963855e-01,2.241000e+08
Lumbricus_rubellus,1.403306e-02,4.248366e-02,2.065010e+03,1.600000e-01,2.099738e-03,2.099738e-03,2.020997e-01,3.810000e+00,9.716591e-02,2.956500e+02,,False,,3.455621e+02,9.850200e-01,2.336700e-02,3.716324e+02,4.182940e+03,4.751000e-09,1.000000e+00,3.641052e-03,3.878000e+01
Macrobiotus_hufelandii,3.166667e-02,5.500000e-02,9.000000e+02,7.000000e-02,6.818874e-03,6.818874e-03,2.480974e-02,6.570000e-05,1.250000e-01,2.931500e+02,,False,,1.011610e+00,8.942000e-01,1.032000e-03,2.879000e+01,1.822000e+03,1.785000e-07,7.218487e-01,5.260314e-01,2.036000e-04
Macrocheira_kaempferi,2.247215e-04,5.022472e-02,9.568913e+04,1.700000e-01,9.473684e-09,4.263158e-06,1.010526e-02,1.900000e+04,1.567576e+03,2.831500e+02,,False,,4.529965e+01,9.519400e-01,3.321500e-02,1.309800e+01,4.400000e+03,1.563000e-10,2.596444e-03,2.829477e-04,3.976000e+04
Macrochelys_temminckii,2.628124e-03,1.591004e-01,1.777086e+04,3.000000e-01,5.118346e-05,5.118346e-05,1.367521e-01,5.850000e+04,1.186774e-01,2.971500e+02,,False,,5.024430e+02,9.844500e-01,9.558400e-03,2.577460e+01,7.826797e+03,1.686000e-10,1.000000e+00,5.342321e-04,1.706000e+05
Macropus_agilis,2.382366e-02,8.299526e-02,1.201442e+03,3.000000e-01,3.962500e-05,1.429375e-01,2.193750e-01,1.600000e+04,1.406643e-02,3.096500e+02,,True,,4.907697e+02,8.690000e-01,5.946400e-02,2.238840e+01,7.848533e+03,2.753000e-13,2.179615e-04,6.693012e-01,2.404000e+06
Macropus_antilopinus,5.038903e-02,2.254575e-01,7.109127e+02,3.000000e-01,4.017143e-05,4.285714e-01,7.142857e-01,1.750000e+04,1.901572e-02,3.096500e+02,,True,,7.172055e+02,8.070200e-01,5.489400e-02,3.107830e+01,7.828704e+03,2.222600e-11,5.664790e-05,5.650574e-01,1.473407e+07
Macropus_eugenii,2.891421e-02,8.978693e-02,1.073478e+03,3.000000e-01,7.400000e-05,3.160000e-01,5.400000e-01,5.000000e+03,1.406643e-02,3.096500e+02,,True,,6.771963e+02,8.786300e-01,1.459700e-01,4.411660e+01,7.912058e+03,3.919000e-21,1.250967e-04,5.424974e-01,3.812000e+06
Macropus_fuliginosus,2.223342e-02,1.013548e-01,1.680593e+03,3.000000e-01,2.356864e-05,1.836158e-01,4.661017e-01,3.540000e+04,1.380465e-02,3.094500e+02,,True,,7.595611e+02,8.262200e-01,4.728300e-02,2.738400e+01,7.823427e+03,4.542000e-13,9.559391e-05,3.285821e-01,1.340000e+07
Macropus_giganteus,2.068195e-02,9.070935e-02,1.810983e+03,3.000000e-01,2.285714e-05,1.857143e-01,4.971429e-01,3.500000e+04,1.380465e-02,3.094500e+02,,True,,7.477810e+02,7.596000e-01,6.734500e-02,2.445650e+01,7.847364e+03,5.475000e-15,1.079761e-04,3.411945e-01,2.381533e+07
Macropus_parma,4.039679e-02,1.565612e-01,7.109127e+02,3.000000e-01,1.597183e-04,4.985915e-01,7.070423e-01,3.550000e+03,2.410444e-02,3.096500e+02,,True,,8.680407e+02,8.735700e-01,3.297700e-02,8.131930e+01,7.825688e+03,9.889000e-12,8.656099e-05,6.033264e-01,2.405000e+06
Macropus_rufogriseus,3.637410e-02,1.736344e-01,7.109127e+02,3.000000e-01,3.857143e-05,3.178571e-01,4.642857e-01,1.400000e+04,1.800502e-02,3.096500e+02,,True,,6.037877e+02,8.083000e-01,5.401000e-02,2.792000e+01,7.950000e+03,1.860000e-11,8.142478e-05,6.780623e-01,7.225000e+06
Macropus_rufus,1.792013e-02,6.693079e-02,1.955862e+03,3.000000e-01,2.334286e-05,1.285714e-01,4.000000e-01,3.500000e+04,1.656558e-02,3.094500e+02,,True,,6.949204e+02,8.327000e-01,9.691000e-02,2.242000e+01,7.163000e+03,6.379000e-17,1.468719e-04,2.925200e-01,1.377000e+07
Macroramphosus_gracilis,3.561644e-03,2.997260e-01,2.662052e+03,2.000000e-01,1.144578e-05,1.144578e-05,1.024096e-01,3.320000e+01,2.605133e+01,2.891500e+02,,False,,1.105432e+02,8.500000e-01,5.755000e-02,3.289400e+01,5.219511e+03,1.082000e-07,1.000000e+00,7.957093e-05,3.123000e+03
Macroramphosus_scolopax,2.968037e-03,2.497717e-01,3.194463e+03,2.000000e-01,1.397059e-05,1.397059e-05,1.139706e-01,2.720000e+01,2.399465e+01,2.891500e+02,,False,,1.096012e+02,8.500000e-01,5.712500e-02,3.460920e+01,5.219094e+03,5.943000e-08,1.000000e+00,8.292350e-05,2.928000e+03
