species,p_Am,kap,v,p_M,E_G,h_a,E_Hb,E_Hj,E_Hx,E_Hp,k_J,kap_R,kap_X,kap_P,family,order,class,phylum,climate,ecozone,habitat,embryo,migrate,food,gender,reprod,ab,ah,aj,ax,ap,am,tg,tb,tj,tx,tp,Wwb,Wwj,Wwx,Wwp,Wwi,Lb,Lj,Lx,Lp,Li,Ri,Ni,GSI,NR,d_V,T_typical,f,t_0,model,completeness,s_M,metamorphosis,weaning,foetus,genus
Cyphomyrus_discorhynchus,5.241692e+01,7.998100e-01,2.257200e-02,7.995800e+00,5.243711e+03,9.076000e-09,4.126000e+00,2.129000e+01,,5.428000e+04,4.799600e-04,9.500000e-01,8.000000e-01,1.000000e-01,Mormyridae,Osteoglossiformes,Actinopterygii,Chordata,Aw,TPa,biFr,Fbm,Mp,biPz biCvf,D,O,1.516950e+01,,,,,2.768433e+03,,,,,,4.800000e-03,,,1.220000e+01,1.100000e+03,,,,1.100000e+01,3.100000e+01,8.669163e+01,,,,2.000000e-01,2.961500e+02,1.000000e+00,,abj,2.500000e+00,1.720614e+00,True,False,False,Cyphomyrus
Cyprideis_torosa,6.367405e+00,9.901000e-01,4.121000e-03,2.588000e+02,4.442000e+03,2.150000e-06,9.545000e-06,6.819000e-05,,4.239000e-03,2.000000e-03,9.500000e-01,8.000000e-01,1.000000e-01,Cytherideidae,Podocopida,Ostracoda,Arthropoda,A B C D,TH TA TN TP,0iFm 0iFp 0iSm,Fbf,,biD biHa,D,Apf,1.605659e+01,,,,1.766225e+02,5.860656e+02,,,,,1.605659e+02,2.647059e-07,,,6.058824e-05,1.176471e-04,1.300000e-01,,,7.500000e-01,1.100000e+00,6.227972e-02,,,,1.700000e-01,2.881500e+02,1.000000e+00,,abj,2.500000e+00,1.811319e+00,True,False,False,Cyprideis
Cyprinodon_bovinus,7.574190e+01,9.474000e-01,2.756500e-02,5.249680e+01,5.206093e+03,7.047000e-08,2.305000e-01,2.306000e-01,,2.744000e+02,2.000000e-03,9.500000e-01,8.000000e-01,1.000000e-01,Cyprinodontidae,Cyprinodontiformes,Actinopterygii,Chordata,BWh,THn,0iFp,Fnm,,biCi biHa,D,O,3.796606e+00,,,,1.024962e+02,3.397712e+02,,,,,9.869960e+01,1.400000e-03,,,5.873041e-01,3.820000e+00,,,,3.000000e+00,5.600000e+00,4.525205e+00,,,,2.000000e-01,3.011500e+02,1.000000e+00,,abj,1.800000e+00,1.000138e+00,True,False,False,Cyprinodon
Cyprinodon_elegans,6.339052e+01,9.642800e-01,6.523100e-02,6.210120e+01,5.224014e+03,3.108000e-08,8.259000e-02,2.834000e-01,,7.299000e+01,2.000000e-03,9.500000e-01,8.000000e-01,1.000000e-01,Cyprinodontidae,Cyprinodontiformes,Actinopterygii,Chordata,BWh,THn,0iFp,Fnm,,biCi,D,O,5.000000e+00,,,,1.550000e+02,1.277500e+03,,,,,1.500000e+02,5.200000e-04,,,4.327649e-01,3.820000e+00,,,,3.000000e+00,6.200000e+00,4.456959e+00,,,,2.000000e-01,2.931500e+02,1.000000e+00,,abj,1.800000e+00,1.488747e+00,True,False,False,Cyprinodon
Cyprinodon_macularius,2.964423e+01,9.740600e-01,3.396900e-02,3.974790e+01,5.217285e+03,6.947000e-08,6.229000e-02,1.059000e+00,,6.552000e+00,2.000000e-03,9.500000e-01,8.000000e-01,1.000000e-01,Cyprinodontidae,Cyprinodontiformes,Actinopterygii,Chordata,BWh,THn,0iFp,Fnm,,biCi,D,O,1.000000e+01,,,,1.000000e+02,1.095000e+03,,,,,9.000000e+01,5.200000e-04,,,1.111206e-01,7.400000e+00,,,,1.500000e+00,6.080000e+00,2.191781e+00,,,,2.000000e-01,2.931500e+02,1.000000e+00,,abj,1.800000e+00,2.516736e+00,True,False,False,Cyprinodon
Cyprinodon_variegatus,7.220810e+01,9.924500e-01,3.984100e-02,1.016582e+02,5.045000e+03,9.394000e-09,3.941000e-02,1.499000e+00,,3.541000e+01,2.000000e-03,9.500000e-01,8.000000e-01,1.000000e-01,Cyprinodontidae,Cyprinodontiformes,Actinopterygii,Chordata,Aw Cfa,THn TN,0iFm 0iMm,Fh,,biCi,D,O,3.796606e+00,,1.999412e+01,,3.699081e+01,6.057942e+02,,,1.619752e+01,,3.319420e+01,1.200000e-03,1.711262e-02,,3.690562e-01,7.910156e+00,4.000000e-01,9.700000e-01,,2.700000e+00,7.500000e+00,3.961741e+00,,,,2.000000e-01,2.996500e+02,1.000000e+00,,abj,2.800000e+00,3.243333e+00,True,False,False,Cyprinodon
Cypseloides_cherriei,7.535206e+02,8.788000e-01,2.233000e-02,4.234518e+02,7.315267e+03,5.950000e-12,9.135000e+02,,6.988000e+03,1.190000e+04,1.767900e-02,9.500000e-01,8.000000e-01,1.000000e-01,Apodidae,Apodiformes,Aves,Chordata,Af,TN,0iTh 0iTf 0iTi 0iTg,Tncfm,,biCi,Dg,O,4.899480e+00,,,1.378967e+01,3.157005e+01,9.795981e+02,,,,8.890189e+00,2.667057e+01,3.400000e+00,,,2.118500e+01,2.230000e+01,,,,,,1.633323e-02,,,,2.800000e-01,3.112500e+02,1.000000e+00,,std,2.500000e+00,1.000000e+00,False,False,False,Cypseloides
Cypseloides_cryptus,1.107950e+03,8.947600e-01,1.957100e-02,6.468414e+02,7.296440e+03,7.183000e-12,8.085000e+02,,5.822000e+03,9.817000e+03,2.608600e-02,9.500000e-01,8.000000e-01,1.000000e-01,Apodidae,Apodiformes,Aves,Chordata,A,TN,0iTh 0iTf 0iTi 0iTg,Tncfm,,biCi,Dg,O,4.899480e+00,,,1.378967e+01,3.157005e+01,9.795981e+02,,,,8.890189e+00,2.667057e+01,4.000000e+00,,,3.325000e+01,3.500000e+01,,,,,,1.633323e-02,,,,2.800000e-01,3.112500e+02,1.000000e+00,,std,2.500000e+00,1.000000e+00,False,False,False,Cypseloides
Cypseloides_fumigatus,6.352807e+02,9.288200e-01,2.509100e-02,2.818271e+02,7.337442e+03,4.070000e-12,1.044000e+03,,8.058000e+03,1.583000e+04,1.114900e-02,9.500000e-01,8.000000e-01,1.000000e-01,Apodidae,Apodiformes,Aves,Chordata,Af Am,TN,0iTf,Tncfm,,biCi,Dg,O,5.716060e+00,,,1.510947e+01,3.389628e+01,9.857206e+02,,,,9.393407e+00,2.818022e+01,5.000000e+00,,,4.180000e+01,4.400000e+01,,,,,,1.633323e-02,,,,2.800000e-01,3.112500e+02,1.000000e+00,,std,2.500000e+00,1.000000e+00,False,False,False,Cypseloides
Cypseloides_niger,9.224985e+02,9.568800e-01,2.084400e-02,4.938572e+02,7.320512e+03,7.252000e-12,2.849000e+02,,2.716000e+03,5.571000e+03,2.029700e-02,9.500000e-01,8.000000e-01,1.000000e-01,Apodidae,Apodiformes,Aves,Chordata,Aw Dsa Dfa,THn TN,0iTh 0iTf 0iTi 0iTg,Tncfm,,biCi,Dg,O,4.899480e+00,,,1.328645e+01,3.006039e+01,9.857206e+02,,,,8.386970e+00,2.516091e+01,3.300000e+00,,,4.199000e+01,4.420000e+01,,,,,,1.633323e-02,,,,2.800000e-01,3.112500e+02,1.000000e+00,,std,2.500000e+00,1.000000e+00,False,False,False,Cypseloides
Cypsiurus_balasiensis,6.197315e+02,9.675000e-01,1.814400e-02,4.647626e+02,7.312352e+03,6.336000e-12,6.599000e+01,,5.080000e+02,1.347000e+03,1.921400e-02,9.500000e-01,8.000000e-01,1.000000e-01,Apodidae,Apodiformes,Aves,Chordata,A Cwa,TPi,0iTh 0iTf 0iTi 0iTg,Tncfm,,biCi,Dg,O,4.082900e+00,,,9.282821e+00,1.968266e+01,9.795981e+02,,,,5.199922e+00,1.559976e+01,8.600000e-01,,,1.292000e+01,1.360000e+01,,,,,,3.266646e-02,,,,2.800000e-01,3.112500e+02,1.000000e+00,,std,2.500000e+00,1.000000e+00,False,False,False,Cypsiurus
Cypsnagra_hirundinacea,1.184077e+03,9.700900e-01,3.160500e-02,6.915065e+02,7.324990e+03,7.109000e-11,1.817000e+02,,8.497000e+02,2.266000e+03,2.804600e-02,9.500000e-01,8.000000e-01,1.000000e-01,Thraupidae,Passeriformes,Aves,Chordata,Aw,TN,0iTh 0iTi 0iTs,Tnpf Tnsf,,biCi biHs,Dg,O,3.266320e+00,,,4.737878e+00,7.680993e+00,2.130718e+02,,,,1.471558e+00,4.414673e+00,2.700000e+00,,,2.973500e+01,3.130000e+01,,,,,,9.011046e-02,,,,2.800000e-01,3.147500e+02,1.000000e+00,,std,2.500000e+00,1.000000e+00,False,False,False,Cypsnagra
Cyrtonyx_montezumae,2.321020e+03,9.294300e-01,2.105700e-02,8.928914e+02,7.321519e+03,8.312000e-12,5.928000e+02,,8.589000e+02,1.719000e+04,3.664300e-02,9.500000e-01,8.000000e-01,1.000000e-01,Odontophoridae,Galliformes,Aves,Chordata,Cfa Dfa Dfb,THn,0iTg 0iTh 0iTf,Tnsfm,,bxCi biHs,Dg,O,4.312120e+00,,,4.779383e+00,1.988757e+01,3.638424e+02,,,,4.672634e-01,1.557545e+01,7.500000e+00,,,2.185000e+02,2.300000e+02,,,,,,2.346335e-01,,,,2.800000e-01,3.120500e+02,1.000000e+00,,std,2.500000e+00,1.000000e+00,False,False,False,Cyrtonyx
Dalatias_licha,3.008771e+03,8.903400e-01,4.329400e-02,1.894933e+02,5.228058e+03,9.312000e-08,3.410000e+04,,,6.696000e+06,2.000000e-03,9.500000e-01,8.000000e-01,1.000000e-01,Dalatiidae,Squaliformes,Chondrichthyes,Chordata,MA MB MC,MC,0iMdb,Mv,,biCi biCvf,D,O,6.455595e+02,,,,,7.746715e+03,,,,,,2.680000e+02,,,9.925926e+03,4.970000e+04,3.600000e+01,,,1.200000e+02,1.620000e+02,9.294263e-03,,,,2.000000e-01,2.871500e+02,1.000000e+00,,std,2.500000e+00,1.000000e+00,False,False,False,Dalatias
Danio_rerio,1.507237e+02,3.575600e-01,1.960000e-02,2.430010e+02,5.267407e+03,8.970000e-10,7.925000e-01,3.726000e+01,,2.361000e+03,2.000000e-03,9.500000e-01,8.000000e-01,1.000000e-01,Leuciscidae,Cypriniformes,Actinopterygii,Chordata,Am,TPi,0iFp 0iFm,Fh,,biCi,D,O,3.163838e+00,,1.392089e+01,,4.537285e+01,9.501580e+02,,,,,,5.120000e-04,8.000000e-03,,2.746250e-01,1.000000e+00,4.000000e-01,1.000000e+00,,3.250000e+00,5.000000e+00,4.148784e+02,,1.500000e-01,,2.000000e-01,2.931500e+02,1.000000e+00,,abj,4.600000e+00,3.418711e+00,True,False,False,Danio
Daphnia_cephalata,2.517025e+02,8.068400e-01,2.595400e-02,1.945060e+03,4.445883e+03,1.810000e-05,1.918000e-02,,,2.104000e-01,2.000000e-03,9.500000e-01,8.000000e-01,1.000000e-01,Daphniidae,Anomopoda,Branchiopoda,Arthropoda,Am,TPi TA TO,0iFp 0iFl 0iFm,Fbf,,biPp biD,D,Apf,8.572572e-01,,,,2.391854e+00,2.751690e+01,,,,,1.534596e+00,5.079759e-05,,,3.929847e-04,3.976471e-03,9.000000e-02,,,1.780000e-01,3.850000e-01,9.593039e+00,,,,1.700000e-01,3.001500e+02,1.000000e+00,,std,2.600000e+00,1.000000e+00,False,False,False,Daphnia
Daphnia_cucullata,8.695342e+01,7.300000e-01,3.627000e-02,1.400000e+03,4.400000e+03,3.048000e-06,2.865000e-03,,,1.550000e-02,2.000000e-03,9.500000e-01,8.000000e-01,1.000000e-01,Daphniidae,Anomopoda,Branchiopoda,Arthropoda,Cfa Cfb Dfa Dfb Dfc,TH,0iFp 0iFl 0iFm,Fbf,,biPp biD,D,Apf,9.824024e+00,,,,,1.719204e+02,,,,,,1.800745e-06,,,1.727941e-05,1.382353e-04,4.000000e-02,,,8.500000e-02,1.700000e-01,2.171547e+00,,,,1.700000e-01,2.906500e+02,1.000000e+00,5.000000e+00,std,2.600000e+00,1.000000e+00,False,False,False,Daphnia
Daphnia_longispina,5.587347e+02,5.568000e-01,2.045500e-02,5.686826e+03,4.440588e+03,8.603000e-05,1.746000e-02,,,1.401000e+00,2.000000e-03,9.500000e-01,8.000000e-01,1.000000e-01,Daphniidae,Anomopoda,Branchiopoda,Arthropoda,Cfa Cfb Dfa Dfb Dfc,TH,0iFp 0iFl 0iFm,Fbf,,biPp biD,D,Apf,1.001882e+00,,,,4.903950e+00,1.784405e+01,,,,,3.902067e+00,1.958824e-05,,,5.152941e-04,1.170588e-03,6.270000e-02,,,2.132000e-01,2.900000e-01,2.032442e+01,2.630000e+02,,,1.700000e-01,2.931500e+02,1.000000e+00,,std,2.700000e+00,1.000000e+00,False,False,False,Daphnia
Daphnia_mendotae,1.343235e+02,8.823800e-01,2.036800e-02,2.680335e+03,4.446822e+03,3.723000e-06,2.757000e-03,,,2.044000e-02,2.000000e-03,9.500000e-01,8.000000e-01,1.000000e-01,Daphniidae,Anomopoda,Branchiopoda,Arthropoda,Cfa Cfb Dfa Dfb Dfc,THn,0iFp 0iFl 0iFm,Tbf,,biPp biD,D,Apf,2.600000e+00,,,,6.600000e+00,1.360000e+02,,,,,4.000000e+00,8.294118e-06,,,3.584706e-05,2.323529e-04,,,,,,1.053573e+00,,,,1.700000e-01,2.931500e+02,1.000000e+00,,std,2.500000e+00,1.000000e+00,False,False,False,Daphnia
Daphnia_obtusa,2.741429e+02,7.180900e-01,1.710400e-02,3.162144e+03,4.444442e+03,3.340000e-04,4.875000e-03,,,1.824000e-01,2.000000e-03,9.500000e-01,8.000000e-01,1.000000e-01,Daphniidae,Anomopoda,Branchiopoda,Arthropoda,A C,TH TN TN TPa,0iFp 0iFl 0iFm,Fbf,,biPp biD,D,Apf,1.745456e+00,,,,6.732473e+00,2.485197e+01,,,,,4.987017e+00,8.701706e-06,,,1.910198e-04,1.223529e-03,5.000000e-02,,,1.400000e-01,2.600000e-01,8.772779e+00,,,,1.700000e-01,2.951500e+02,1.000000e+00,,std,2.400000e+00,1.000000e+00,False,False,False,Daphnia
Daphnia_projecta,1.312602e+02,8.279100e-01,1.746000e-02,1.713685e+03,4.447755e+03,9.886000e-06,9.282000e-03,,,1.068000e-01,2.000000e-03,9.500000e-01,8.000000e-01,1.000000e-01,Daphniidae,Anomopoda,Branchiopoda,Arthropoda,A,TPi,0iFp 0iFl 0iFm,Fbf,,biPp biD,D,Apf,9.315265e-01,,,,2.594967e+00,2.288894e+01,,,,,1.663440e+00,2.093524e-05,,,9.264706e-05,7.411765e-04,6.700000e-02,,,1.100000e-01,2.200000e-01,4.155510e+00,,,,1.700000e-01,3.021500e+02,1.000000e+00,3.732400e-01,std,2.600000e+00,1.000000e+00,False,False,False,Daphnia
Daphnia_pulex,5.208255e+02,4.378000e-01,4.889000e-02,1.599000e+03,4.448000e+03,7.909000e-05,2.600000e-01,,,3.926000e+00,2.000000e-03,9.500000e-01,8.000000e-01,1.000000e-01,Daphniidae,Anomopoda,Branchiopoda,Arthropoda,Cfa Cfb Dfa Dfb Dfc,TH TA,0iFp 0iFl 0iFm,Fbf,,biPp biD,D,Apf,5.780373e+00,,,,1.298037e+01,5.400000e+01,,,,,7.200000e+00,1.529412e-04,,,1.117647e-03,1.000000e-02,7.000000e-02,,,1.600000e-01,4.000000e-01,7.000000e+00,,,,1.700000e-01,2.931500e+02,1.000000e+00,,std,2.500000e+00,1.000000e+00,False,False,False,Daphnia
Daphnia_similus,2.441079e+02,9.686400e-01,2.697700e-02,1.212764e+03,4.447092e+03,5.770000e-05,1.213000e-03,,,3.167000e-02,2.000000e-03,9.500000e-01,8.000000e-01,1.000000e-01,Daphniidae,Anomopoda,Branchiopoda,Arthropoda,A B C,TPi TA TH,0iFp 0iFl 0iFm,Fbf,,biPp biD,D,Apf,8.572572e-01,,,,2.391854e+00,1.596903e+01,,,,,1.534596e+00,2.367661e-05,,,4.025713e-04,2.470588e-02,7.000000e-02,,,1.800000e-01,7.100000e-01,1.366281e+01,,,,1.700000e-01,3.001500e+02,1.000000e+00,5.555300e-01,std,2.600000e+00,1.000000e+00,False,False,False,Daphnia
Daption_capense,2.064237e+03,9.705400e-01,2.234800e-02,5.598659e+02,7.336357e+03,1.555000e-12,1.863000e+03,,1.060000e+04,2.609000e+04,2.251900e-02,9.500000e-01,5.000000e-01,1.000000e-01,Procellariidae,Procellariiformes,Aves,Chordata,MC,MC,0iMc,Tntfm,Ml,biCvf biCik biCic,Dg,O,9.186525e+00,,,1.662309e+01,3.149623e+01,1.357174e+03,,,,7.436568e+00,2.230970e+01,5.000000e+01,,,6.650000e+02,7.000000e+02,,,,,,1.842063e-02,,,,2.800000e-01,3.125500e+02,1.000000e+00,,std,2.500000e+00,1.000000e+00,False,False,False,Daption
Dascyllus_albisella,3.256651e+01,9.489100e-01,2.180600e-02,4.246450e+01,5.217147e+03,9.767000e-10,1.965000e-02,1.739000e+00,,1.374000e+03,2.000000e-03,9.500000e-01,8.000000e-01,1.000000e-01,Pomacentridae,OvalentariaIncSed,Actinopterygii,Chordata,MA,MPh,0iMc 0iMr,Mnm,,biCi,Hsf,O,7.779893e+00,,,,,4.969407e+03,,,,,,9.100000e-05,,,4.400000e+00,4.360000e+01,,,,6.000000e+00,1.300000e+01,1.487501e+02,,,,2.000000e-01,2.934500e+02,1.000000e+00,,abj,2.500000e+00,4.403728e+00,True,False,False,Dascyllus
Dascyllus_aruanus,2.218718e+02,9.988300e-01,2.125700e-02,1.684111e+02,5.221534e+03,2.575000e-09,1.769000e-04,4.838000e-04,,1.280000e+01,2.000000e-03,9.500000e-01,8.000000e-01,1.000000e-01,Pomacentridae,OvalentariaIncSed,Actinopterygii,Chordata,MA,MPW MI,0iMc 0iMr,Mnm,,biCi,Hsf,O,3.740634e+00,,,,,1.023999e+03,,,,,,9.100000e-05,,,2.600000e+00,2.000000e+01,,,,5.000000e+00,1.000000e+01,1.171877e+01,,,,2.000000e-01,3.015500e+02,1.000000e+00,,abj,2.500000e+00,1.391405e+00,True,False,False,Dascyllus
Dascyllus_reticulatus,3.989822e+01,9.962700e-01,1.985200e-02,2.509590e+01,5.213764e+03,4.012000e-09,1.207000e-03,4.479000e-03,,3.485000e+01,2.000000e-03,9.500000e-01,8.000000e-01,1.000000e-01,Pomacentridae,OvalentariaIncSed,Actinopterygii,Chordata,MA,MI MPW,0iMc 0iMr,Mnm,,biCi,Hsf,O,4.014145e+00,,,,,1.098872e+03,,,,,,9.100000e-05,,,1.900000e+00,2.100000e+01,,,,4.000000e+00,9.000000e+00,1.092029e+01,,,,2.000000e-01,3.007500e+02,1.000000e+00,,abj,2.500000e+00,1.543607e+00,True,False,False,Dascyllus
Dasyatis_chrysonota,3.553347e+02,9.191500e-01,2.735400e-02,2.082680e+01,5.228072e+03,4.869000e-09,3.117000e+04,,,7.274000e+05,2.000000e-03,9.500000e-01,8.000000e-01,1.000000e-01,Dasyatidae,Myliobatiformes,Chondrichthyes,Chordata,MA MB,MASE MIW,0iMcd,Mv,Mo,biCi biCvf,D,O,1.965017e+02,,,,,3.292209e+03,,,,,,2.358749e+02,,,4.298638e+03,1.480000e+04,1.900000e+01,,,5.000000e+01,7.550000e+01,1.063116e-02,,,,2.000000e-01,2.979500e+02,1.000000e+00,,std,2.500000e+00,1.000000e+00,False,False,False,Dasyatis
Deania_calcea,7.149429e+02,7.070300e-01,7.392500e-02,3.758680e+01,5.219922e+03,3.080000e-08,7.776000e+04,,,7.274000e+06,2.000000e-03,9.500000e-01,8.000000e-01,1.000000e-01,Centrophoridae,Squaliformes,Chondrichthyes,Chordata,MB MC,MAm MAE,0iMcd,Mv,Mo,biCi biCvf,D,O,2.258862e+03,,,,2.213554e+04,5.565469e+04,,,,,1.987668e+04,8.730000e+01,,,4.800000e+03,6.600000e+03,3.100000e+01,,,1.060000e+02,1.170000e+02,6.715047e-03,,,,2.000000e-01,2.781500e+02,1.000000e+00,,std,2.500000e+00,1.000000e+00,False,False,False,Deania
Deania_calceus,7.149429e+02,7.070300e-01,7.392500e-02,3.758680e+01,5.219922e+03,3.080000e-08,7.776000e+04,,,7.274000e+06,2.000000e-03,9.500000e-01,8.000000e-01,1.000000e-01,Centrophoridae,Squaliformes,Chondrichthyes,Chordata,MB MC,MAm MAE,0iMcd,Mv,Mo,biCi biCvf,D,O,2.258862e+03,,,,2.213554e+04,5.565469e+04,,,,,1.987668e+04,8.730000e+01,,,4.800000e+03,6.600000e+03,3.100000e+01,,,1.060000e+02,1.170000e+02,6.715047e-03,,,,2.000000e-01,2.781500e+02,1.000000e+00,,std,2.500000e+00,1.000000e+00,False,False,False,Deania
Decapterus_macrosoma,1.360336e+02,9.097100e-01,2.001600e-02,2.422550e+01,5.219533e+03,1.917000e-08,1.042000e-01,1.262000e-01,,1.578000e+04,2.000000e-03,9.500000e-01,8.000000e-01,1.000000e-01,Carangidae,Carangiformes,Actinopterygii,Chordata,MA,MIN MPSW,0iMc,Fpe,Mo,biPz,D,O,2.134299e+00,,,,,8.655770e+02,,,,,,5.200000e-04,,,4.946334e+01,3.890000e+02,,,,1.760000e+01,3.500000e+01,6.134636e+02,,,,2.000000e-01,3.004500e+02,1.000000e+00,,abj,2.100000e+00,1.000198e+00,True,False,False,Decapterus
Decapterus_maruadsi,1.688071e+02,8.890400e-01,1.747100e-02,3.373790e+01,5.236519e+03,1.911000e-08,1.118000e-01,1.128000e-01,,8.807000e+03,2.000000e-03,9.500000e-01,8.000000e-01,1.000000e-01,Carangidae,Carangiformes,Actinopterygii,Chordata,MA,MIN MPSW,0iMc 0iMr,Fpe,Mo,biPz,D,O,1.990748e+00,,,,,8.073587e+02,,,,,,5.200000e-04,,,1.956742e+01,2.705000e+02,,,,1.250000e+01,3.000000e+01,6.577002e+02,,,,2.000000e-01,3.011500e+02,1.000000e+00,,abj,2.200000e+00,1.002946e+00,True,False,False,Decapterus
Decapterus_russelli,1.405029e+02,9.113600e-01,2.050200e-02,1.858310e+01,5.222320e+03,8.713000e-08,1.051000e-01,1.063000e-01,,9.729000e+03,2.000000e-03,9.500000e-01,8.000000e-01,1.000000e-01,Carangidae,Carangiformes,Actinopterygii,Chordata,MA,MIN MPSW,0iMc,Mp,Mo,biPz,D,O,3.230273e+00,,,,,1.310055e+03,,,,,,5.200000e-04,,,3.752175e+01,8.193000e+02,,,,1.610000e+01,4.500000e+01,4.108224e+02,,,,2.000000e-01,2.963500e+02,1.000000e+00,,abj,2.100000e+00,1.003778e+00,True,False,False,Decapterus
Deirochelys_reticularia,4.273460e+02,9.201600e-01,2.461500e-02,4.169070e+01,7.827029e+03,1.400000e-09,2.331000e+03,,,5.597000e+05,2.000000e-03,9.500000e-01,8.000000e-01,1.000000e-01,Emydidae,Testudines,Reptilia,Chordata,Cfa,THn,0bTd biFm biFp biFl,Tt,,biO,Dtmf,O,8.413821e+01,,,,1.601023e+03,7.281045e+03,,,,,1.516884e+03,1.100000e+01,,,2.297677e+03,2.763000e+03,3.000000e+00,,,1.780000e+01,2.540000e+01,3.164381e-02,,,,3.000000e-01,2.951500e+02,1.000000e+00,,std,2.500000e+00,1.000000e+00,False,False,False,Deirochelys
Delichon_urbicum,1.351446e+03,9.110700e-01,2.230400e-02,8.401650e+02,7.313702e+03,2.489000e-12,2.058000e+02,,2.826000e+03,6.362000e+03,3.523700e-02,9.500000e-01,8.000000e-01,1.000000e-01,Hirundinidae,Passeriformes,Aves,Chordata,BSk Cfb Dfb Dfc,THp,0iTh 0iTf,Tncf,Ml,biCi,Dg,O,3.062175e+00,,,6.224200e+00,1.254825e+01,6.658494e+02,,,,3.162025e+00,9.486074e+00,1.500000e+00,,,3.040000e+01,3.200000e+01,,,,,,1.802209e-01,,,,2.800000e-01,3.147500e+02,1.000000e+00,,std,2.500000e+00,1.000000e+00,False,False,False,Delichon
Delphinus_delphis,8.044510e+02,6.351200e-01,2.480800e-02,1.805560e+01,7.831532e+03,1.255000e-12,6.900000e+06,,1.295000e+07,9.080000e+07,2.000000e-03,9.500000e-01,8.000000e-01,1.000000e-01,Delphinidae,Cetartiodactyla,Mammalia,Chordata,MA MB MC,MC,0iMp,Mv,,bxM xiCvf xiCic,Dg,O,7.528632e+01,,,1.128735e+02,7.295603e+02,2.289959e+03,7.528632e+01,,,3.758714e+01,6.542740e+02,7.500000e+03,,,6.000000e+04,1.360000e+05,9.000000e+01,,,1.800000e+02,2.100000e+02,1.205000e-02,,,,3.000000e-01,3.101500e+02,1.000000e+00,0.000000e+00,stx,2.500000e+00,1.000000e+00,False,True,True,Delphinus
Deltentosteus_quadrimaculatus,5.262569e+01,9.374100e-01,2.721500e-02,2.629910e+01,5.222043e+03,7.786000e-08,6.821000e-02,,,7.171000e+02,2.000000e-03,9.500000e-01,8.000000e-01,1.000000e-01,Gobiidae,Gobiiformes,Actinopterygii,Chordata,MB,MAE MAm,0jFe jiMp,Mc,Mo,biCi biPz,D,O,1.687132e+01,,,,,3.079015e+03,,,,,,2.771000e-04,,,1.940000e+00,9.330000e+00,,,,6.200000e+00,1.030000e+01,3.312748e+00,,,,2.000000e-01,2.883500e+02,1.000000e+00,,std,2.500000e+00,1.000000e+00,False,False,False,Deltentosteus
Dendragapus_obscurus,6.210760e+03,9.441900e-01,3.025800e-02,1.776688e+03,7.322140e+03,2.196000e-12,7.666000e+02,,9.373000e+02,4.458000e+04,7.277600e-02,9.500000e-01,8.000000e-01,1.000000e-01,Phasianidae,Galliformes,Aves,Chordata,BSk Dfb Dfc,THn,0iTf,Tnsf,,bxCi biHs,Dg,O,7.773977e+00,,,7.905986e+00,2.387904e+01,6.745647e+02,,,,1.320087e-01,1.610507e+01,2.270000e+01,,,1.207450e+03,1.271000e+03,,,,,,1.660330e-01,,,,2.800000e-01,3.138500e+02,1.000000e+00,,std,2.500000e+00,1.000000e+00,False,False,False,Dendragapus
Dendrobaena_octaedra,1.627087e+03,7.986100e-01,2.081100e-02,4.984113e+03,4.183129e+03,1.714000e-08,5.162000e-01,,,1.678000e+02,2.000000e-03,4.750000e-01,8.000000e-01,1.000000e-01,Lumbricidae,Haplotaxida,Clitellata,Annelida,C,THp,0iTh 0iTf 0iTi,Tt,,biD,Hh,O,9.200000e+01,,,,1.340000e+02,1.460000e+03,,,,,4.200000e+01,2.870000e-03,,,1.590000e-01,3.860000e-01,1.400000e+00,,,5.200000e+00,7.000000e+00,7.770000e-01,,,,1.600000e-01,2.931500e+02,1.000000e+00,,std,2.500000e+00,1.000000e+00,False,False,False,Dendrobaena
Dendrochirus_brachypterus,2.081560e+02,8.782300e-01,4.116500e-02,7.433370e+01,5.241650e+03,1.420000e-09,9.388000e-02,2.496000e-01,,2.920000e+03,2.000000e-03,9.500000e-01,8.000000e-01,1.000000e-01,Scorpaenidae,Perciformes,Actinopterygii,Chordata,MB,MAE MAm,0jMp jiMdb,Mv,,bjPz jiCi jiCvf,D,O,1.512428e+00,,,,,2.208145e+03,,,,,,2.700000e-04,,,5.200000e+00,8.250000e+01,,,,7.000000e+00,1.700000e+01,7.472335e+02,,,,2.000000e-01,2.986500e+02,1.000000e+00,,abj,2.400000e+00,1.380868e+00,True,False,False,Dendrochirus
Dendrocolaptes_platyrostris,1.557246e+03,8.511600e-01,5.930300e-02,5.844206e+02,7.324745e+03,4.783000e-12,4.536000e+03,,2.517000e+04,4.797000e+04,2.279700e-02,9.500000e-01,8.000000e-01,1.000000e-01,Furnariidae,Passeriformes,Aves,Chordata,Aw BSh Cwa Cwb,TN,0iTf,Tnwfm,,biCii,Dg,O,3.062175e+00,,,5.251269e+00,9.629457e+00,4.438996e+02,,,,2.189094e+00,6.567282e+00,9.000000e+00,,,5.766500e+01,6.070000e+01,,,,,,6.758285e-02,,,,2.800000e-01,3.147500e+02,1.000000e+00,,std,2.500000e+00,1.000000e+00,False,False,False,Dendrocolaptes
